,Topic 8,Topic 9,Topic 11
22552,positivefriendinfluence/2.7966121862732507e-08,positivefriendinfluence/1.7559261323185638e-05,positivefriendinfluence/2.797202796500642e-05
22553,melancholymusicalnumber/2.7966121862732507e-08,melancholymusicalnumber/1.7559261323185638e-05,melancholymusicalnumber/2.797202796500642e-05
22554,humormode/2.7966121862732507e-08,humormode/1.7559261323185638e-05,humormode/2.797202796500642e-05
22555,thewestern/2.7966121862732507e-08,justhereforthefreesnacks/1.7559261323185638e-05,justhereforthefreesnacks/2.797202796500642e-05
22556,gratedmentalillness/2.7966121862732507e-08,gratedmentalillness/1.7559261323185638e-05,gratedmentalillness/2.797202796500642e-05
22557,knightsandknaves/2.7966121862732507e-08,findersrulers/1.7559261323185638e-05,findersrulers/2.797202796500642e-05
22558,heroicwannabe/2.7966121862732507e-08,itkindoflookslikeaface/1.7559261323185638e-05,itkindoflookslikeaface/2.797202796500642e-05
22559,nooneshouldsurvivethat/2.7966121862732507e-08,visionsofanotherself/1.7559261323185638e-05,visionsofanotherself/2.797202796500642e-05
22560,odetofood/2.7966121862732507e-08,odetofood/1.7559261323185638e-05,odetofood/2.797202796500642e-05
22561,hilarityinzoos/2.7966121862732507e-08,hilarityinzoos/1.7559261323185638e-05,hilarityinzoos/2.797202796500642e-05
22562,doubleplay/2.7966121862732507e-08,allareequalindeath/1.7559261323185638e-05,allareequalindeath/2.797202796500642e-05
22563,brokentreasure/2.7966121862732507e-08,brokentreasure/1.7559261323185638e-05,brokentreasure/2.797202796500642e-05
22564,thecartel/2.7966121862732507e-08,seriesfic/1.7559261323185638e-05,seriesfic/2.797202796500642e-05
22565,magicfeather/2.7966121862732507e-08,namemeaningchange/1.7559261323185638e-05,namemeaningchange/2.797202796500642e-05
22566,refrigeratorambush/2.7966121862732507e-08,refrigeratorambush/1.7559261323185638e-05,refrigeratorambush/2.797202796500642e-05
22567,dyingdeclarationoflove/2.7966121862732507e-08,tableclothyank/1.7559261323185638e-05,tableclothyank/2.797202796500642e-05
22568,weakertwinsavestheday/2.7966121862732507e-08,weakertwinsavestheday/1.7559261323185638e-05,weakertwinsavestheday/2.797202796500642e-05
22569,amnesialoop/2.7966121862732507e-08,amnesialoop/1.7559261323185638e-05,amnesialoop/2.797202796500642e-05
22570,handyman/2.7966121862732507e-08,handyman/1.7559261323185638e-05,handyman/2.797202796500642e-05
22571,brainypig/2.7966121862732507e-08,brainypig/1.7559261323185638e-05,brainypig/2.797202796500642e-05
22572,saveourteam/2.7966121862732507e-08,saveourteam/1.7559261323185638e-05,videogamesofthe1990s/2.797202796500642e-05
22573,pariahprisoner/2.7966121862732507e-08,pariahprisoner/1.7559261323185638e-05,pariahprisoner/2.797202796500642e-05
22574,cityinabottle/2.7966121862732507e-08,battleinterruptingshout/1.7559261323185638e-05,battleinterruptingshout/2.797202796500642e-05
22575,tworightsmakeawrong/2.7966121862732507e-08,tworightsmakeawrong/1.7559261323185638e-05,tworightsmakeawrong/2.797202796500642e-05
22576,mechanisticalienculture/2.7966121862732507e-08,mechanisticalienculture/1.7559261323185638e-05,mechanisticalienculture/2.797202796500642e-05
22577,smarthouse/2.7966121862732507e-08,smarthouse/1.7559261323185638e-05,smarthouse/2.797202796500642e-05
22578,thegreatesthistorynevertold/2.7966121862732507e-08,firstsnow/1.7559261323185638e-05,firstsnow/2.797202796500642e-05
22579,runningonthespot/2.7966121862732507e-08,runningonthespot/1.7559261323185638e-05,runningonthespot/2.797202796500642e-05
22580,shockinglyexpensivebill/2.7966121862732507e-08,wallofblather/1.7559261323185638e-05,wallofblather/2.797202796500642e-05
22581,withgreatpowercomesgreatresponsibility/2.7966121862732507e-08,reverserelationshipreveal/1.7559261323185638e-05,reverserelationshipreveal/2.797202796500642e-05
22582,alienprincess/2.7966121862732507e-08,alienprincess/1.7559261323185638e-05,alienprincess/2.797202796500642e-05
22583,unfortunatenames/2.7966121862732507e-08,inconvenientitch/1.7559261323185638e-05,inconvenientitch/2.797202796500642e-05
22584,artisticlicense/2.7966121862732507e-08,humanfurnitureisapaininthetail/1.7559261323185638e-05,humanfurnitureisapaininthetail/2.797202796500642e-05
22585,variationsonathemesong/2.7966121862732507e-08,variationsonathemesong/1.7559261323185638e-05,variationsonathemesong/2.797202796500642e-05
22586,thekiddieride/2.7966121862732507e-08,thekiddieride/1.7559261323185638e-05,thekiddieride/2.797202796500642e-05
22587,thedinnermobile/2.7966121862732507e-08,thedinnermobile/1.7559261323185638e-05,thedinnermobile/2.797202796500642e-05
22588,bowlingforratings/2.7966121862732507e-08,bowlingforratings/1.7559261323185638e-05,bowlingforratings/2.797202796500642e-05
22589,whowantstobewhowantstobeamillionaire/2.7966121862732507e-08,whowantstobewhowantstobeamillionaire/1.7559261323185638e-05,whowantstobewhowantstobeamillionaire/2.797202796500642e-05
22590,noexceptyes/2.7966121862732507e-08,talktothehand/1.7559261323185638e-05,talktothehand/2.797202796500642e-05
22591,shortrunners/2.7966121862732507e-08,shortrunners/1.7559261323185638e-05,shortrunners/2.797202796500642e-05
22592,dorkage/2.7966121862732507e-08,dorkage/1.7559261323185638e-05,dorkage/2.797202796500642e-05
22593,apocalypticgagorder/2.7966121862732507e-08,apocalypticgagorder/1.7559261323185638e-05,apocalypticgagorder/2.797202796500642e-05
22594,enclosedextraterrestrials/2.7966121862732507e-08,enclosedextraterrestrials/1.7559261323185638e-05,enclosedextraterrestrials/2.797202796500642e-05
22595,cheateddeathdiedanyway/2.7966121862732507e-08,cheateddeathdiedanyway/1.7559261323185638e-05,cheateddeathdiedanyway/2.797202796500642e-05
22596,misplacedaccent/2.7966121862732507e-08,mundanemacguffinperson/1.7559261323185638e-05,mundanemacguffinperson/2.797202796500642e-05
22597,datingservicedisaster/2.7966121862732507e-08,datingservicedisaster/1.7559261323185638e-05,datingservicedisaster/2.797202796500642e-05
22598,gasleakcoverup/2.7966121862732507e-08,fistofrage/1.7559261323185638e-05,fistofrage/2.797202796500642e-05
22599,friendsallalong/2.7966121862732507e-08,friendsallalong/1.7559261323185638e-05,friendsallalong/2.797202796500642e-05
22600,gibberishoflove/2.7966121862732507e-08,gibberishoflove/1.7559261323185638e-05,gibberishoflove/2.797202796500642e-05
22601,treasuremap/2.7966121862732507e-08,mustletthemgetaway/1.7559261323185638e-05,mustletthemgetaway/2.797202796500642e-05
22602,paradiseplanet/2.7966121862732507e-08,paradiseplanet/1.7559261323185638e-05,paradiseplanet/2.797202796500642e-05
22603,pattersong/2.7966121862732507e-08,pattersong/1.7559261323185638e-05,pattersong/2.797202796500642e-05
22604,recursiveacronym/2.7966121862732507e-08,recursiveacronym/1.7559261323185638e-05,recursiveacronym/2.797202796500642e-05
22605,baitandswitchcomment/2.7966121862732507e-08,sexchangeseverything/1.7559261323185638e-05,sexchangeseverything/2.797202796500642e-05
22606,soapboxsquare/2.7966121862732507e-08,soapboxsquare/1.7559261323185638e-05,soapboxsquare/2.797202796500642e-05
22607,thisexplainssomuch/2.7966121862732507e-08,thisexplainssomuch/1.7559261323185638e-05,thisexplainssomuch/2.797202796500642e-05
22608,alternatecatchphraseinflection/2.7966121862732507e-08,alternatecatchphraseinflection/1.7559261323185638e-05,alternatecatchphraseinflection/2.797202796500642e-05
22609,dramaticallymissingthepoint/2.7966121862732507e-08,clonejesus/1.7559261323185638e-05,clonejesus/2.797202796500642e-05
22610,dyeordie/2.7966121862732507e-08,dyeordie/1.7559261323185638e-05,dyeordie/2.797202796500642e-05
22611,endangeringnewsbroadcast/2.7966121862732507e-08,endangeringnewsbroadcast/1.7559261323185638e-05,endangeringnewsbroadcast/2.797202796500642e-05
22612,youhave48hours/2.7966121862732507e-08,evilwelcomesdefectors/1.7559261323185638e-05,evilwelcomesdefectors/2.797202796500642e-05
22613,humorlessaliens/2.7966121862732507e-08,humorlessaliens/1.7559261323185638e-05,humorlessaliens/2.797202796500642e-05
22614,imalive/2.7966121862732507e-08,imalive/1.7559261323185638e-05,imalive/2.797202796500642e-05
22615,romanticwingman/2.7966121862732507e-08,romanticwingman/1.7559261323185638e-05,romanticwingman/2.797202796500642e-05
22616,molotovtruck/2.7966121862732507e-08,slippedtheropes/1.7559261323185638e-05,slippedtheropes/2.797202796500642e-05
22617,democracyisbad/2.7966121862732507e-08,warship/1.7559261323185638e-05,warship/2.797202796500642e-05
22618,belatedinjuryrealization/2.7966121862732507e-08,belatedinjuryrealization/1.7559261323185638e-05,belatedinjuryrealization/2.797202796500642e-05
22619,cooperationgambit/2.7966121862732507e-08,cooperationgambit/1.7559261323185638e-05,cooperationgambit/2.797202796500642e-05
22620,guiltriddenaccomplice/2.7966121862732507e-08,guiltriddenaccomplice/1.7559261323185638e-05,guiltriddenaccomplice/2.797202796500642e-05
22621,shutupscarything/2.7966121862732507e-08,shutupscarything/1.7559261323185638e-05,shutupscarything/2.797202796500642e-05
22622,aliensneverinventeddemocracy/2.7966121862732507e-08,aliensneverinventeddemocracy/1.7559261323185638e-05,aliensneverinventeddemocracy/2.797202796500642e-05
22623,drivingsong/2.7966121862732507e-08,drivingsong/1.7559261323185638e-05,drivingsong/2.797202796500642e-05
22624,gothrock/2.7966121862732507e-08,gothrock/1.7559261323185638e-05,gothrock/2.797202796500642e-05
22625,ihavemyways/2.7966121862732507e-08,ihavemyways/1.7559261323185638e-05,ihavemyways/2.797202796500642e-05
22626,beingtorturedmakesyouevil/2.7966121862732507e-08,realmenhaveshorthair/1.7559261323185638e-05,realmenhaveshorthair/2.797202796500642e-05
22627,thecommiesmademedoit/2.7966121862732507e-08,thecommiesmademedoit/1.7559261323185638e-05,thecommiesmademedoit/2.797202796500642e-05
22628,smartpeoplespeakthequeensenglish/2.7966121862732507e-08,smartpeoplespeakthequeensenglish/1.7559261323185638e-05,smartpeoplespeakthequeensenglish/2.797202796500642e-05
22629,cultureclash/2.7966121862732507e-08,racialfaceblindness/1.7559261323185638e-05,racialfaceblindness/2.797202796500642e-05
22630,rupturedappendix/2.7966121862732507e-08,rupturedappendix/1.7559261323185638e-05,rupturedappendix/2.797202796500642e-05
22631,bellbottomlimbedbots/2.7966121862732507e-08,bellbottomlimbedbots/1.7559261323185638e-05,bellbottomlimbedbots/2.797202796500642e-05
22632,wackycollege/2.7966121862732507e-08,wackycollege/1.7559261323185638e-05,wackycollege/2.797202796500642e-05
22633,tortureforfunandinformation/2.7966121862732507e-08,tortureforfunandinformation/1.7559261323185638e-05,tortureforfunandinformation/2.797202796500642e-05
22634,specialeffectsevolution/2.7966121862732507e-08,specialeffectsevolution/1.7559261323185638e-05,specialeffectsevolution/2.797202796500642e-05
22635,culturalposturing/2.7966121862732507e-08,fightingintheplayground/1.7559261323185638e-05,fightingintheplayground/2.797202796500642e-05
22636,lawmanbaton/2.7966121862732507e-08,humanharddrive/1.7559261323185638e-05,humanharddrive/2.797202796500642e-05
22637,improvisedscattershot/2.7966121862732507e-08,improvisedscattershot/1.7559261323185638e-05,improvisedscattershot/2.797202796500642e-05
22638,tuckandcover/2.7966121862732507e-08,tuckandcover/1.7559261323185638e-05,tuckandcover/2.797202796500642e-05
22639,chainsoflove/2.7966121862732507e-08,chainsoflove/1.7559261323185638e-05,chainsoflove/2.797202796500642e-05
22640,howsyourbritishaccent/2.7966121862732507e-08,howsyourbritishaccent/1.7559261323185638e-05,howsyourbritishaccent/2.797202796500642e-05
22641,laughwithme/2.7966121862732507e-08,laughwithme/1.7559261323185638e-05,laughwithme/2.797202796500642e-05
22642,smokyvoice/2.7966121862732507e-08,smokyvoice/1.7559261323185638e-05,smokyvoice/2.797202796500642e-05
22643,fakearmdisarm/2.7966121862732507e-08,fakearmdisarm/1.7559261323185638e-05,fakearmdisarm/2.797202796500642e-05
22644,heroicheelizationspeech/2.7966121862732507e-08,heroicheelizationspeech/1.7559261323185638e-05,heroicheelizationspeech/2.797202796500642e-05
22645,makeupweapon/2.7966121862732507e-08,makeupweapon/1.7559261323185638e-05,makeupweapon/2.797202796500642e-05
22646,iwantyoutomeetanoldfriendofmine/2.7966121862732507e-08,iwantyoutomeetanoldfriendofmine/1.7559261323185638e-05,iwantyoutomeetanoldfriendofmine/2.797202796500642e-05
22647,monumentalbattle/2.7966121862732507e-08,platoniccoparenting/1.7559261323185638e-05,platoniccoparenting/2.797202796500642e-05
22648,unscientificscience/2.7966121862732507e-08,unscientificscience/1.7559261323185638e-05,unscientificscience/2.797202796500642e-05
22649,doublestandardrapefemaleonfemale/2.7966121862732507e-08,doublestandardrapefemaleonfemale/1.7559261323185638e-05,doublestandardrapefemaleonfemale/2.797202796500642e-05
22650,goodpeoplehavegoodsex/2.7966121862732507e-08,playbypostgames/1.7559261323185638e-05,playbypostgames/2.797202796500642e-05
22651,shapeshiftingfailure/2.7966121862732507e-08,shapeshiftingfailure/1.7559261323185638e-05,shapeshiftingfailure/2.797202796500642e-05
22652,rogueplanet/2.7966121862732507e-08,rogueplanet/1.7559261323185638e-05,rogueplanet/2.797202796500642e-05
22653,piratebooty/2.7966121862732507e-08,signaturedevice/1.7559261323185638e-05,signaturedevice/2.797202796500642e-05
22654,pietaplagiarism/2.7966121862732507e-08,timelapse/1.7559261323185638e-05,timelapse/2.797202796500642e-05
22655,stockvideogamepuzzle/2.7966121862732507e-08,youtuberecommendations/1.7559261323185638e-05,youtuberecommendations/2.797202796500642e-05
22656,justgotoutofjail/2.7966121862732507e-08,justgotoutofjail/1.7559261323185638e-05,justgotoutofjail/2.797202796500642e-05
22657,evilorphan/2.7966121862732507e-08,evilorphan/1.7559261323185638e-05,evilorphan/2.797202796500642e-05
22658,thatswhatiwoulddo/2.7966121862732507e-08,thatswhatiwoulddo/1.7559261323185638e-05,thatswhatiwoulddo/2.797202796500642e-05
22659,dorkinasweater/2.7966121862732507e-08,dorkinasweater/1.7559261323185638e-05,dorkinasweater/2.797202796500642e-05
22660,evileggeater/2.7966121862732507e-08,evileggeater/1.7559261323185638e-05,evileggeater/2.797202796500642e-05
22661,theintern/2.7966121862732507e-08,theintern/1.7559261323185638e-05,theintern/2.797202796500642e-05
22662,actorinspiredelement/2.7966121862732507e-08,actorinspiredelement/1.7559261323185638e-05,actorinspiredelement/2.797202796500642e-05
22663,impossibleshadowpuppets/2.7966121862732507e-08,impossibleshadowpuppets/1.7559261323185638e-05,impossibleshadowpuppets/2.797202796500642e-05
22664,starfishrobots/2.7966121862732507e-08,tanlines/1.7559261323185638e-05,tanlines/2.797202796500642e-05
22665,testyourstrengthgame/2.7966121862732507e-08,accidentaltickletorture/1.7559261323185638e-05,accidentaltickletorture/2.797202796500642e-05
22666,thebackwardsr/2.7966121862732507e-08,easilydistractedreferee/1.7559261323185638e-05,easilydistractedreferee/2.797202796500642e-05
22667,thecasino/2.7966121862732507e-08,humansarenotthedominantspecies/1.7559261323185638e-05,humansarenotthedominantspecies/2.797202796500642e-05
22668,drpsychpatient/2.7966121862732507e-08,drpsychpatient/1.7559261323185638e-05,drpsychpatient/2.797202796500642e-05
22669,firehousedalmatian/2.7966121862732507e-08,firehousedalmatian/1.7559261323185638e-05,firehousedalmatian/2.797202796500642e-05
22670,gamergirl/2.7966121862732507e-08,gamergirl/1.7559261323185638e-05,gamergirl/2.797202796500642e-05
22671,orareyoujusthappytoseeme/2.7966121862732507e-08,mistakenfordying/1.7559261323185638e-05,mistakenfordying/2.797202796500642e-05
22672,masteractor/2.7966121862732507e-08,masteractor/1.7559261323185638e-05,masteractor/2.797202796500642e-05
22673,limitedlyricssong/2.7966121862732507e-08,limitedlyricssong/1.7559261323185638e-05,limitedlyricssong/2.797202796500642e-05
22674,needforspeed/2.7966121862732507e-08,needforspeed/1.7559261323185638e-05,needforspeed/2.797202796500642e-05
22675,lifesworkruined/2.7966121862732507e-08,lifesworkruined/1.7559261323185638e-05,lifesworkruined/2.797202796500642e-05
22676,thievingpet/2.7966121862732507e-08,thievingpet/1.7559261323185638e-05,thievingpet/2.797202796500642e-05
22677,smokingisnotcool/2.7966121862732507e-08,garlicisabhorrent/1.7559261323185638e-05,garlicisabhorrent/2.797202796500642e-05
22678,mistakenforpregnant/2.7966121862732507e-08,mistakenforpregnant/1.7559261323185638e-05,mistakenforpregnant/2.797202796500642e-05
22679,menacedecay/2.7966121862732507e-08,menacedecay/1.7559261323185638e-05,menacedecay/2.797202796500642e-05
22680,dinosaurdoggiebone/2.7966121862732507e-08,dinosaurdoggiebone/1.7559261323185638e-05,dinosaurdoggiebone/2.797202796500642e-05
22681,antagonistabilities/2.7966121862732507e-08,antagonistabilities/1.7559261323185638e-05,antagonistabilities/2.797202796500642e-05
22682,fakeirish/2.7966121862732507e-08,fakeirish/1.7559261323185638e-05,fakeirish/2.797202796500642e-05
22683,trailerparktornadomagnet/2.7966121862732507e-08,trailerparktornadomagnet/1.7559261323185638e-05,trailerparktornadomagnet/2.797202796500642e-05
22684,rockisauthenticpopisshallow/2.7966121862732507e-08,rockisauthenticpopisshallow/1.7559261323185638e-05,rockisauthenticpopisshallow/2.797202796500642e-05
22685,puttingthemedicincomedic/2.7966121862732507e-08,puttingthemedicincomedic/1.7559261323185638e-05,puttingthemedicincomedic/2.797202796500642e-05
22686,dictionaryopening/2.7966121862732507e-08,dictionaryopening/1.7559261323185638e-05,dictionaryopening/2.797202796500642e-05
22687,eyeamwatchingyou/2.7966121862732507e-08,eyeamwatchingyou/1.7559261323185638e-05,eyeamwatchingyou/2.797202796500642e-05
22688,nudenaturedance/2.7966121862732507e-08,nudenaturedance/1.7559261323185638e-05,nudenaturedance/2.797202796500642e-05
22689,adhominem/2.7966121862732507e-08,adhominem/1.7559261323185638e-05,adhominem/2.797202796500642e-05
22690,verbalweakness/2.7966121862732507e-08,verbalweakness/1.7559261323185638e-05,verbalweakness/2.797202796500642e-05
22691,eatmydust/2.7966121862732507e-08,eatmydust/1.7559261323185638e-05,eatmydust/2.797202796500642e-05
22692,neoncity/2.7966121862732507e-08,framedforheroism/1.7559261323185638e-05,framedforheroism/2.797202796500642e-05
22693,adaptationsequence/2.7966121862732507e-08,adaptationsequence/1.7559261323185638e-05,adaptationsequence/2.797202796500642e-05
22694,scientificallyunderstandablesorcery/2.7966121862732507e-08,scientificallyunderstandablesorcery/1.7559261323185638e-05,scientificallyunderstandablesorcery/2.797202796500642e-05
22695,creepyhighpitchedvoice/2.7966121862732507e-08,destinationhostunreachable/1.7559261323185638e-05,destinationhostunreachable/2.797202796500642e-05
22696,doorstopper/2.7966121862732507e-08,workingclasspeoplearemorons/1.7559261323185638e-05,workingclasspeoplearemorons/2.797202796500642e-05
22697,instructiveleveldesign/2.7966121862732507e-08,plotlinecrossover/1.7559261323185638e-05,plotlinecrossover/2.797202796500642e-05
22698,sharedmasshallucination/2.7966121862732507e-08,sharedmasshallucination/1.7559261323185638e-05,sharedmasshallucination/2.797202796500642e-05
22699,audienceparticipationsong/2.7966121862732507e-08,audienceparticipationsong/1.7559261323185638e-05,audienceparticipationsong/2.797202796500642e-05
22700,chromakey/2.7966121862732507e-08,chromakey/1.7559261323185638e-05,chromakey/2.797202796500642e-05
22701,duelingworks/2.7966121862732507e-08,duelingworks/1.7559261323185638e-05,duelingworks/2.797202796500642e-05
22702,groupiebrigade/2.7966121862732507e-08,groupiebrigade/1.7559261323185638e-05,groupiebrigade/2.797202796500642e-05
22703,diagonalspeedboost/2.7966121862732507e-08,oldwindbag/1.7559261323185638e-05,oldwindbag/2.797202796500642e-05
22704,curiositykilledthecast/2.7966121862732507e-08,railroademployeeroundhouse/1.7559261323185638e-05,railroademployeeroundhouse/2.797202796500642e-05
22705,lettermotif/2.7966121862732507e-08,cyborgwizard/1.7559261323185638e-05,cyborgwizard/2.797202796500642e-05
22706,parasiteeve/2.7966121862732507e-08,parasiteeve/1.7559261323185638e-05,parasiteeve/2.797202796500642e-05
22707,roguesgallery/2.7966121862732507e-08,compulsoryschoolage/1.7559261323185638e-05,compulsoryschoolage/2.797202796500642e-05
22708,roadsidesurgery/2.7966121862732507e-08,roadsidesurgery/1.7559261323185638e-05,roadsidesurgery/2.797202796500642e-05
22709,areyousureyoucandrivethisthing/2.7966121862732507e-08,areyousureyoucandrivethisthing/1.7559261323185638e-05,areyousureyoucandrivethisthing/2.797202796500642e-05
22710,convenientlyseated/2.7966121862732507e-08,convenientlyseated/1.7559261323185638e-05,convenientlyseated/2.797202796500642e-05
22711,noanimalsallowed/2.7966121862732507e-08,noanimalsallowed/1.7559261323185638e-05,noanimalsallowed/2.797202796500642e-05
22712,gendernormativeparentplot/2.7966121862732507e-08,gendernormativeparentplot/1.7559261323185638e-05,gendernormativeparentplot/2.797202796500642e-05
22713,inhumanablealienrights/2.7966121862732507e-08,inhumanablealienrights/1.7559261323185638e-05,inhumanablealienrights/2.797202796500642e-05
22714,slipperyswimsuit/2.7966121862732507e-08,slipperyswimsuit/1.7559261323185638e-05,slipperyswimsuit/2.797202796500642e-05
22715,bathroomstallofangst/2.7966121862732507e-08,bathroomstallofangst/1.7559261323185638e-05,bathroomstallofangst/2.797202796500642e-05
22716,resurrectiongambit/2.7966121862732507e-08,resurrectiongambit/1.7559261323185638e-05,resurrectiongambit/2.797202796500642e-05
22717,theinternet/2.7966121862732507e-08,theinternet/1.7559261323185638e-05,theinternet/2.797202796500642e-05
22718,tropesaretools/2.7966121862732507e-08,tropesaretools/1.7559261323185638e-05,tropesaretools/2.797202796500642e-05
22719,secretidentitychangetrick/2.7966121862732507e-08,secretidentitychangetrick/1.7559261323185638e-05,secretidentitychangetrick/2.797202796500642e-05
22720,gointothelight/2.7966121862732507e-08,scriptfic/1.7559261323185638e-05,scriptfic/2.797202796500642e-05
22721,soonceagainthedayissaved/2.7966121862732507e-08,soonceagainthedayissaved/1.7559261323185638e-05,soonceagainthedayissaved/2.797202796500642e-05
22722,nongameplayelimination/2.7966121862732507e-08,nongameplayelimination/1.7559261323185638e-05,nongameplayelimination/2.797202796500642e-05
22723,regimechange/2.7966121862732507e-08,regimechange/1.7559261323185638e-05,regimechange/2.797202796500642e-05
22724,gameshowwinningscap/2.7966121862732507e-08,gameshowwinningscap/1.7559261323185638e-05,gameshowwinningscap/2.797202796500642e-05
22725,hiccuphijinks/2.7966121862732507e-08,hiccuphijinks/1.7559261323185638e-05,hiccuphijinks/2.797202796500642e-05
22726,immortalityworks/2.7966121862732507e-08,immortalityworks/1.7559261323185638e-05,immortalityworks/2.797202796500642e-05
22727,charactertics/2.7966121862732507e-08,noadequatepunishment/1.7559261323185638e-05,noadequatepunishment/2.797202796500642e-05
22728,suspiciouslysimilarsong/2.7966121862732507e-08,neglectedgarden/1.7559261323185638e-05,neglectedgarden/2.797202796500642e-05
22729,jokerimmunity/2.7966121862732507e-08,artisticlicensefilmproduction/1.7559261323185638e-05,artisticlicensefilmproduction/2.797202796500642e-05
22730,desertedisland/2.7966121862732507e-08,directtovideo/1.7559261323185638e-05,directtovideo/2.797202796500642e-05
22731,thehyena/2.7966121862732507e-08,impossiblymundaneexplanation/1.7559261323185638e-05,impossiblymundaneexplanation/2.797202796500642e-05
22732,replacementartifact/2.7966121862732507e-08,replacementartifact/1.7559261323185638e-05,replacementartifact/2.797202796500642e-05
22733,gossipyhens/2.7966121862732507e-08,gloomygray/1.7559261323185638e-05,gloomygray/2.797202796500642e-05
22734,funwithhomophones/2.7966121862732507e-08,faeriesdontbelieveinhumanseither/1.7559261323185638e-05,faeriesdontbelieveinhumanseither/2.797202796500642e-05
22735,terroristswithoutacause/2.7966121862732507e-08,strangersafety/1.7559261323185638e-05,strangersafety/2.797202796500642e-05
22736,charlieandthechocolateparody/2.7966121862732507e-08,charlieandthechocolateparody/1.7559261323185638e-05,charlieandthechocolateparody/2.797202796500642e-05
22737,couchgag/2.7966121862732507e-08,easilyimpressed/1.7559261323185638e-05,easilyimpressed/2.797202796500642e-05
22738,kidnappedwhilesleeping/2.7966121862732507e-08,kidnappedwhilesleeping/1.7559261323185638e-05,kidnappedwhilesleeping/2.797202796500642e-05
22739,ayearandaday/2.7966121862732507e-08,ayearandaday/1.7559261323185638e-05,ayearandaday/2.797202796500642e-05
22740,recklessgunusage/2.7966121862732507e-08,truebeautyisontheinside/1.7559261323185638e-05,truebeautyisontheinside/2.797202796500642e-05
22741,vanityplate/2.7966121862732507e-08,alwaysgetshisman/1.7559261323185638e-05,alwaysgetshisman/2.797202796500642e-05
22742,asciiart/2.7966121862732507e-08,criminalfoundfamily/1.7559261323185638e-05,criminalfoundfamily/2.797202796500642e-05
22743,didimentionitschristmas/2.7966121862732507e-08,pauperpatches/1.7559261323185638e-05,pauperpatches/2.797202796500642e-05
22744,themindisaplaythingofthebody/2.7966121862732507e-08,animalespionage/1.7559261323185638e-05,animalespionage/2.797202796500642e-05
22745,thekillerinme/2.7966121862732507e-08,fightingpanda/1.7559261323185638e-05,fightingpanda/2.797202796500642e-05
22746,hautecuisineisweird/2.7966121862732507e-08,hautecuisineisweird/1.7559261323185638e-05,hautecuisineisweird/2.797202796500642e-05
22747,proveiamnotbluffing/2.7966121862732507e-08,proveiamnotbluffing/1.7559261323185638e-05,proveiamnotbluffing/2.797202796500642e-05
22748,socialsemicircle/2.7966121862732507e-08,socialsemicircle/1.7559261323185638e-05,socialsemicircle/2.797202796500642e-05
22749,worthlessforeigndegree/2.7966121862732507e-08,worthlessforeigndegree/1.7559261323185638e-05,worthlessforeigndegree/2.797202796500642e-05
22750,droppedinspeechclip/2.7966121862732507e-08,droppedinspeechclip/1.7559261323185638e-05,droppedinspeechclip/2.797202796500642e-05
22751,explodingcloset/2.7966121862732507e-08,explodingcloset/1.7559261323185638e-05,explodingcloset/2.797202796500642e-05
22752,whatsinsideplot/2.7966121862732507e-08,whatsinsideplot/1.7559261323185638e-05,whatsinsideplot/2.797202796500642e-05
22753,noflowportal/2.7966121862732507e-08,noflowportal/1.7559261323185638e-05,noflowportal/2.797202796500642e-05
22754,thatpoorplant/2.7966121862732507e-08,thatpoorplant/1.7559261323185638e-05,thatpoorplant/2.797202796500642e-05
22755,asspull/2.7966121862732507e-08,summer2014anime/1.7559261323185638e-05,summer2014anime/2.797202796500642e-05
22756,spring2017anime/2.7966121862732507e-08,spring2017anime/1.7559261323185638e-05,spring2017anime/2.797202796500642e-05
22757,temporalsuicide/2.7966121862732507e-08,temporalsuicide/1.7559261323185638e-05,temporalsuicide/2.797202796500642e-05
22758,justtrainwrong/2.7966121862732507e-08,countingtopotato/1.7559261323185638e-05,countingtopotato/2.797202796500642e-05
22759,preemptiveshutup/2.7966121862732507e-08,preemptiveshutup/1.7559261323185638e-05,preemptiveshutup/2.797202796500642e-05
22760,antassault/2.7966121862732507e-08,theatricsofpain/1.7559261323185638e-05,theatricsofpain/2.797202796500642e-05
22761,beingwatched/2.7966121862732507e-08,summer2016anime/1.7559261323185638e-05,summer2016anime/2.797202796500642e-05
22762,trackingchip/2.7966121862732507e-08,trackingchip/1.7559261323185638e-05,trackingchip/2.797202796500642e-05
22763,noseshove/2.7966121862732507e-08,noseshove/1.7559261323185638e-05,noseshove/2.797202796500642e-05
22764,villainnolongeridle/2.7966121862732507e-08,villainnolongeridle/1.7559261323185638e-05,villainnolongeridle/2.797202796500642e-05
22765,roundrobin/2.7966121862732507e-08,roundrobin/1.7559261323185638e-05,roundrobin/2.797202796500642e-05
22766,rulesoforphaneconomics/2.7966121862732507e-08,rulesoforphaneconomics/1.7559261323185638e-05,rulesoforphaneconomics/2.797202796500642e-05
22767,peacepipe/2.7966121862732507e-08,peacepipe/1.7559261323185638e-05,peacepipe/2.797202796500642e-05
22768,predatoryprostitute/2.7966121862732507e-08,predatoryprostitute/1.7559261323185638e-05,predatoryprostitute/2.797202796500642e-05
22769,foryourpeoplebyyourpeople/2.7966121862732507e-08,foryourpeoplebyyourpeople/1.7559261323185638e-05,foryourpeoplebyyourpeople/2.797202796500642e-05
