Company,Country
Uprise (Electronic Arts),Sweden
Valiant Game Studio,Sweden
Visiontrick Media,Sweden
4Bit Games,Norway
Agens,Norway
Antagonist,Norway
CapricornuS,Norway
Digiment,Norway
Encircle Games,Norway
Funcom,Norway
Hamar Game Collective,Norway
Inludo,Norway
Krillbite Studios,Norway
Moondrop,Norway
Perfectly Paranormal,Norway
Progress Interactive,Norway
Ravn Studio,Norway
Red Thread Games,Norway
Rock Pocket,Norway
Sarepta Studio,Norway
Snowcastle Games,Norway
Team Fugl,Norway
Teknopilot,Norway
Tinimations,Norway
Toadman Interactive,Norway
WeWantToKnow,Norway
Athletic Design,Sweden
DeadToast Entertainment,Sweden
Hazelight,Sweden
IO Interactive,Sweden
King.com (Activision),Sweden
Massive Entertainment (Ubisoft),Sweden
Mediocre,Sweden
Official Super Stars,Sweden
PapaQuark,Sweden
Pixelbite,Sweden
Redikod,Sweden
Serious Games Interactive,Sweden
Simogo,Sweden
Star Vault,Sweden
Station Interactive,Sweden
Tarsier Studios,Sweden
Venturous Games,Sweden
5th Planet Games,Denmark
Bedtime Digital,Denmark
BetaDwarf,Denmark
Bolverk Games,Denmark
Copenhagen Game Collective,Denmark
Die Gute Fabrik,Denmark
Flashbulb Games,Denmark
Foldergeist Studios,Denmark
Framebunker,Denmark
frecle,Denmark
Frictional Games,Sweden
Full Control,Denmark
Game Swing,Denmark
GameClub,Denmark
Gameloft,Denmark
Guppyworks,Denmark
Hero Blocks,Denmark
igda Denmark Chapter,Denmark
IO Interactive,Denmark
JoyPac,Denmark
Kiloo,Denmark
Kiloo,Denmark
Klassefilm,Denmark
Knapnok Games,Denmark
Kong Orange,Denmark
Level Rewind Games,Denmark
Light Brick,Denmark
Logic Artists,Denmark
Moonmen Games,Denmark
MovieStarPlanet,Denmark
Oddlabs,Denmark
Playdead,Denmark
Reto-Moto,Denmark
Savivo,Denmark
ScienceAtHome,Denmark
Serious Games Interactive,Denmark
Step In Books,Denmark
SYBO,Denmark
Tactile Games,Denmark
Throughline Games,Denmark
Triband,Denmark
Triple Topping,Denmark
Trophy Games,Denmark
Tunnel Vision Games,Denmark
Ultra Ultra,Denmark
Unity Technologies,Denmark
Uovo,Denmark
VRUnicorns,Denmark
Wargaming Copenhagen,Denmark
Zero Point Software,Denmark
1Button,France
5 Bits Games,France
505 Games (Digital Bros),France
Agharta Studio,France
Alliciant Games,France
Arkane Studios (ZeniMax Media),France
Artefacts Studio,France
Bento Studio,France
BlackMuffin Studio,France
Break First,France
Broke Studio,France
DarkScreen Games,France
EA France (Electronic Arts),France
Eden Games,France
Gloomywood,France
Grand Cauldron,France
Hyperfiction,France
Ivory Tower,France
Kiupe,France
Kylotonn Entertainment,France
La Moustache Studio,France
Lucid Dreams,France
Ludoid,France
Lugludum,France
Million Victories,France
Monkey Moon,France
NO cvt,France
Old Skull Games,France
OSome Studio,France
PASSTECH Games,France
SDP Games,France
Slim Cricket,France
Studio Chahut,France
Studio Pango,France
Team 8 Studio,France
Ubisoft Annecy,France
Umix Studios,France
Upper Byte,France
1P2P Studios,France
Abiding Bridge,France
Accidental Queens,France
Activision Blizzard France,France
AD-Invaders,France
Adictiz,France
Adictiz,France
Aerys,France
Agooloo Studios,France
Amplitude Studios,France
Ankama,France
Ankama Studio,France
Anuman Interactive,France
Area Effect,France
Asyncron,France
Atari,France
Atlas V,France
Bandai Namco Games Europe,France
Battle Factory,France
Bip Media,France
Blazing Stick,France
Blizzard Entertainment,France
Capcom Entertainment France,France
Capital Games,France
Captive Studio,France
CCCP,France
CCCP,France
Celsius Online,France
Celsius Online,France
Chapatiz,France
Chocolapps,France
Chou Entertainment,France
Chouquette Games,France
Connect2Media,France
Cosmografik,France
Couch Game Crafters,France
Cyanide Studio,France
Darewise Entertainment,France
Days of Wonder,France
DeValley Entertainment,France
Digiworks Paris,France
Digiworks Rouen,France
DONTNOD Eleven,France
DONTNOD Entertainment,France
DotEmu,France
Dreamcentury,France
Ediogames,France
Ekosystem,France
Enigami,France
Eugen Systems,France
Eversim,France
F4 Group,France
Farsky Interactive,France
Flying Oak Games,France
Focus Home Interactive,France
Fractal Box,France
Fremencorp,France
Funforge,France
Gameloft,France
Gaminho,France
Globz,France
Goa,France
Goblinz Studio,France
Green Panda Games,France
Hanakai Studio,France
I-play,France
igda Paris Chapter,France
Immersive Factory,France
Instincts Luddiques,France
int13,France
IoPixel,France
isCool Entertainment,France
James Bang,France
Ketchapp,France
KickAlive,France
KineQuantum,France
Klondike,France
Koalabs,France
Kobojo,France
Koch Media,France
Konami France,France
Koomea Entertainment,France
Kylotonn Entertainment,France
La Moutarde,France
Le Cortex,France
Leikir Studio,France
Lightbulb Crew,France
Lozange Lab,France
Lucid Realities Studio,France
Lunaris Iris,France
Magic Pockets,France
Magma Mobile,France
Malkyrs Studio,France
Mana Cube,France
Mando Productions,France
Mangoo Games,France
manzalab,France
Metaboli,France
Metidia,France
Mi-clos Studio,France
Microids (Anuman Interactive),France
Microsoft France,France
Mobigame,France
Nadeo (Ubisoft),France
NanoPiko,France
Neko Entertainment,France
NINPO,France
Nintendo France,France
Novaquark,France
Ocelot Society,France
Oh BiBi,France
ooblada,France
Owlient (Ubisoft),France
Parallel Studio,France
Pastagames,France
Persistant Studios,France
Piece of Cake Studios,France
Pinpin Team,France
Pixel Wizards,France
Planet Nemo Interactive,France
Playdigious,France
Playdius Entertainment,France
Playrion,France
Playsoft Games,France
Playtouch,France
Pretty Simple Games,France
Quantic Dream,France
Ragequit Corporation,France
Red Art Games,France
Seaven Studios,France
Skeleton Business,France
Sloclap,France
Sony Computer Entertainment France,France
Spiders,France
Square Enix France,France
Storybird Games,France
Streum on Studio,France
SYLDI Studio,France
Sylvain Seccia,France
Tactical Adventures,France
Take 2 Interactive France,France
Tamarin Studios,France
Tap4Fun France,France
Tapnation,France
Tea For Two,France
Teemew,France
The Arcade Crew,France
The Game Atelier,France
The Pixel Hunt,France
Them Games,France
Tindalos Interactive,France
TOTEM Studio,France
Tuesday Quest,France
Ubisoft Owlient,France
Ubisoft Paris,France
Vertical,France
Virtual by Backlight,France
Virtual Regatta,France
Visiware,France
Voodoo,France
Voxler,France
VRLines,France
Wargaming Europe,France
Whacky Squad Studio,France
Wild Factor,France
Witty Wings,France
XiLabs Smartgaming,France
Yamago,France
Ynnis,France
Zenimax - Bethesda Softworks,France
Zero Games Studios,France
Zero Games Studios,France
Amplify Creations,Portugal
Arcade Thumb,Portugal
Awesome,Portugal
Battlesheep,Portugal
Bica Studios,Portugal
Camel 101,Portugal
CanPlay,Portugal
CircleSquare Entertainment,Portugal
Digital Soul Games,Portugal
Doppio Games,Portugal
Doppio Games,Portugal
Dsquare Games,Portugal
Fun Punch Games,Portugal
Game Studio 78,Portugal
Gojira,Portugal
Ground Control Studios,Portugal
Headless Studio,Portugal
Indot Studios,Portugal
LampWave Studio,Portugal
Moonberry Studios,Portugal
Nerd Monkeys,Portugal
Not a Game Studio,Portugal
Raindance LX,Portugal
Serius Games,Portugal
Spawn Studios,Portugal
Tapestry Software,Portugal
Tio Atum,Portugal
Upfall Studios,Portugal
Virtuleap,Portugal
Virtuleap,Portugal
WindLimit,Portugal
ZPX,Portugal
a2z Interactive,England
Activision Leeds,England
Adventure Soft,England
AdventureSoft Publishing,England
Alternative Software,England
Astraware,England
Blue Beck,England
Boneloaf,England
Bulkhead Interactive,England
Bulkhead Phoenix,England
Bulldog Interactive,England
Cave Monsters,England
Chance Agency,England
Codemasters Birmingham,England
Codemasters Southam,England
Cooperative Innovations,England
Crash Lab,England
Crows Crows Crows,England
Dambuster Studios (Deep Silver),England
Distinctive Developments,England
Dubit,England
EA (Chillingo),England
EightPixelsSquare,England
Engine Room Games,England
Epic Games UK,England
Exient,England
Facepunch Studios,England
Fierce Kaiju,England
fish in a bottle,England
FortuneFish,England
Foundry 42,England
Full Fat Productions,England
Funsolve,England
Fuzzy Frog,England
Galactic Cafe,England
Game Digits,England
Games Faction,England
Gory Detail,England
Hard Light Studios (SEGA),England
HARDlight Studios (SEGA),England
Hypersloth,England
I-play Macclesfield,England
Imagination Entertainment,England
Inglenook Games,England
Jamo Games,England
Just Add Water (Developments),England
Just Flight,England
Just Trains,England
Kasedo Games,England
Kwalee,England
Lockwood Publishing,England
Lockwood Publishing,England
Mars on a Stick,England
Midoki Games,England
Modern Dream,England
Monster and Monster,England
Moonpod,England
Nomad Games,England
NSC Creative,England
Nyamyam,England
Oak Moon Games,England
Paw Print Games,England
Penny Black Studios,England
Pixel Toys,England
Playdemic,England
Playground Games,England
PlayTonic Games,England
Rare,England
Rare (Microsoft),England
Rebellion Warwick,England
Recluse Industries,England
Red Kite Games,England
Revolution Software,England
Rockstar Leeds,England
Rockstar Lincoln,England
Secret Sorcery,England
Sigtrap Games,England
SmashMouth Games,England
Sumo Digital,England
Sumo Digital,England
Super Punk Games,England
Tactile Games UK,England
Team 17,England
Team Lumo,England
Things3D,England
Third Kind Games,England
Tick Tock Games,England
Totem Learning,England
Travellers Tales (Warner Brothers Games),England
Triplevision Games,England
TT Fusion,England
Tuna Technologies,England
Viewpoint Games,England
VRMed,England
Weaseltron Entertainment,England
XR Games,England
1939 Games,Iceland
Aldin Dynamics,Iceland
CCP Reykjavik,Iceland
ControlZee,Iceland
Directive Games,Iceland
Game Makers Iceland,Iceland
Gebo Kano,Iceland
Icelandic Game Industry,Iceland
Joon,Iceland
Licorice,Iceland
Mainframe Industries,Iceland
Myrkur,Iceland
Parity,Iceland
Porcelain Fortress,Iceland
Rosamosi Game Studio ,Iceland
Solfar Studios,Iceland
Solid Clouds,Iceland
Tasty Rook,Iceland
Teatime Games,Iceland
9th Impact,Ireland
Air Games,Ireland
BitRabbit,Ireland
Black Shamrock,Ireland
Blizzard Entertainment,Ireland
Bluebear,Ireland
Boon Studios,Ireland
Digit Game Studios,Ireland
Dreamfeel,Ireland
EA Galway (Electronic Arts),Ireland
Fathomable,Ireland
Fierce Fun,Ireland
Final Game Studio,Ireland
Frogwares,Ireland
Funbakers,Ireland
Gambrinous,Ireland
Howling Hamster Games,Ireland
igda Ireland Chapter,Ireland
Imirt,Ireland
Immersive VR Education,Ireland
Larian Studios,Ireland
Nebula Interactive,Ireland
Nordeus,Ireland
Pewter Games,Ireland
RetroNeo Games,Ireland
Riot Games,Ireland
Rocket Rainbow,Ireland
Romero Games,Ireland
Scarecrow Studio,Ireland
Simteractive,Ireland
SixMinute,Ireland
SpoiledMilk,Ireland
Story Toys,Ireland
Superhippo,Ireland
Touch Press,Ireland
Tribal City Interactive,Ireland
Vela Games,Ireland
WarDucks,Ireland
Wildlife Studios,Ireland
Zynga,Ireland
3Mind Games,Canada
Affordance Studio,Canada
Artifact 5,Canada
Be Studios,Canada
Bebop Games,Canada
Behaviour Interactive,Canada
Bethesda Montreal,Canada
Big Mouth Games,Canada
BioWare Montreal (Electronic Arts),Canada
Blue Lizard Games,Canada
Borealys Games,Canada
Budge Studios,Canada
Canari Games,Canada
Cardboard Utopia,Canada
Clever Endeavour Games,Canada
Cloud Chamber (2K Games),Canada
Colorspace Studio,Canada
Compulsion Games (Microsoft),Canada
Cyanide Studio,Canada
CyberConnect2,Canada
Double Stallion,Canada
EA Mobile (Electronic Arts),Canada
EA Montreal (Electronic Arts),Canada
Eidos Montreal,Canada
Elastic Games,Canada
Epic Games,Canada
Execution Labs,Canada
Felix & Paul,Canada
First Studio,Canada
Flight School Studio,Canada
Framestore VR Studio,Canada
Frima Studio,Canada
Gameloft,Canada
Google Stadia Games and Entertainment,Canada
Hibernum Creations,Canada
Hololabs,Canada
igda Montreal Chapter,Canada
Illogika,Canada
IN|Framez Technology,Canada
It's Anecdotal,Canada
Jintronix,Canada
Kitfox Games,Canada
KO_OP,Canada
Ko-op Mode,Canada
Kokoromi,Canada
Kutoka,Canada
Ludeon Studios,Canada
Ludia,Canada
lvl Studio,Canada
Massive Finger,Canada
Minority Media,Canada
Motive Studios (Electronic Arts),Canada
Mount Royal Game Society,Canada
Neonable,Canada
NetEase Games,Canada
Norsfell,Canada
Nvizzio Creations,Canada
Outerminds,Canada
Panache Digital,Canada
Paper Cult,Canada
Pixelles,Canada
Pixelz Games,Canada
Playmind,Canada
Playtika,Canada
Polytron Corporation,Canada
Poupou Interactive,Canada
q-bit Games,Canada
Ratloop Canada,Canada
Red Barrels,Canada
Reflector Entertainment,Canada
Rogue Factor,Canada
Roofdog Games,Canada
Sauropod Studio,Canada
Scavengers Studio,Canada
SimforHealth,Canada
Sleeping Beast Games,Canada
Spearhead Games,Canada
Square Enix Montreal,Canada
Strategy First,Canada
Thunder Lotus Games,Canada
Thunderbox Entertainment,Canada
trapdoor,Canada
Tribal Nova,Canada
Tribute Games,Canada
Triotech Amusement,Canada
Triple Boris,Canada
Tru Luv,Canada
Ubisoft Montreal,Canada
Warner Brothers Games Montreal,Canada
Women in Games International (WIGI) MTL,Canada
Woozworld,Canada
XRA,Canada
Arctic Empire,Canada
Arkin,Canada
Breakfall,Canada
Conatus Creative,Canada
Dirty Rectangles,Canada
Doublespeak Games,Canada
Fire Face,Canada
igda Ottawa Chapter,Canada
Magmic Games,Canada
Mardonpol,Canada
Playbrains,Canada
Snowed In Studios,Canada
Steel Crate Games,Canada
Transgaming,Canada
13AM Games,Canada
2Dogs Games,Canada
2K Play,Canada
Achimostawinan Games,Canada
Actual Humans,Canada
Adam Gryu,Canada
Aerosoft North America,Canada
Aether Interactive,Canada
Alientrap,Canada
Arbelos Interactive,Canada
Asteroid Base,Canada
Axon Interactive,Canada
BattleGoat Studios,Canada
Benjamin Rivers,Canada
Big Blue Bubble,Canada
Big Viking Games,Canada
Blammo Games (Glu Mobile),Canada
Bloom Digital Media,Canada
Blue Isle Studios,Canada
Caged Element,Canada
Capcom Mobile,Canada
Capybara Games,Canada
Certain Affinity,Canada
Clapfoot,Canada
Cococucumber,Canada
Creative Bytes Studios,Canada
Dark Slope Studios,Canada
Digital Extremes,Canada
Digital Extremes,Canada
Digital Leisure,Canada
dotBunny,Canada
Down Smash Studios,Canada
DrinkBox Studios,Canada
EA Mobile (Electronic Arts),Canada
Finish Line Games,Canada
Fractal Phase,Canada
Game Hive,Canada
Game Pill,Canada
GameHive,Canada
Gameloft,Canada
GestureTek Health,Canada
Get Set Games,Canada
Globacore,Canada
Halfbot,Canada
Hand Eye Society,Canada
HitGrab,Canada
Horrible Unicorn Game Studios,Canada
igda Toronto Chapter,Canada
Incubator Games,Canada
Ineraxcon,Canada
IRIS VR,Canada
Jam City,Canada
Joydrop,Canada
Komi Games,Canada
Laundry Bear Games,Canada
Lightning Rod Games,Canada
Lithic Entertainment,Canada
Little Guy Games,Canada
Lofty Sky Entertainment,Canada
Longbow Games,Canada
Love Conquers All Games,Canada
Lucky VR,Canada
M5 Games,Canada
Magic Leap,Canada
Magitech Corporation,Canada
Massive Damage,Canada
Metanet Software,Canada
NVYVE Studios,Canada
One More Story Games,Canada
Parlay Entertainment,Canada
Phantom Compass,Canada
Potion Games,Canada
Prodigy,Canada
Puzzle Cats,Canada
Quantum Entanglement Entertainment,Canada
Reptoid Games,Canada
Rocket 5 Studios,Canada
Rockstar Toronto,Canada
Sago Sago Toys,Canada
SmileGate West,Canada
Snowman Studios,Canada
SOFTGAMES,Canada
Spin Master,Canada
Splashworks.com,Canada
Spore Productions,Canada
Studio MDHR,Canada
The Secret Location,Canada
Thrive Games,Canada
Tiny Titan,Canada
Torn Banner Studios,Canada
Transgaming,Canada
Ubisoft Toronto,Canada
Uken Games,Canada
Untold Entertainment,Canada
Vertex Pop,Canada
Vivid Foundry,Canada
Wicked Interactive,Canada
X2 Games,Canada
XMG Studio,Canada
Zynga Toronto,Canada
Adult Swim (Turner Broadcasting System),United States
AGS,United States
Angry Hangar Games,United States
Atmos Games,United States
Blue Bomber Games,United States
Blue Mammoth Games,United States
Dragon Army,United States
Embodied Labs,United States
Gimmie Games,United States
Greater Good Games,United States
Hi-Rez Studios,United States
HOF Studios,United States
Horse Volume,United States
igda Atlanta Chapter,United States
Kaneva,United States
Ker-Chunk Games,United States
Lionheart Games,United States
Moonlight Kids,United States
Persuasive Games,United States
RecoverInc,United States
Red Panda Studios,United States
Scientific Games,United States
Sol 5 Studios,United States
The Stork Burnt Down,United States
Thrust Interactive,United States
Transgaming Digital Home,United States
Tripwire Interactive,United States
Ubisoft Blue Mammoth,United States
Virtually Better,United States
Xaviant,United States
aeiowu,United States
Babaroga Games,United States
BANDAI NAMCO,United States
Block Interval,United States
Buddy Cop Games,United States
Buddy Cops,United States
Cardboard Computer,United States
Chewy Software,United States
CloudGate Studio,United States
Cubicle Ninjas,United States
Culture Shock Games,United States
Digital Dreams Entertainment,United States
Embodied Labs,United States
Enlightened Games ,United States
Everi,United States
Game Refuge,United States
High Voltage Software,United States
igda Chicago Chapter,United States
Immersive Touch,United States
ImmersiveTouch,United States
Incredible Technologies,United States
Indie City Games,United States
Intellijoy,United States
Iron Galaxy Studios,United States
Jackbox,United States
King.com (Activision),United States
Level Ex,United States
Level Zero Games,United States
Liquid Bit,United States
NetherRealm Studios (Warner Brothers Games),United States
NostalgiCO,United States
Phosphor Games Studio,United States
Play Mechanix,United States
Radian Games,United States
Ragtag Studio,United States
Raw Thrills,United States
Revival Productions,United States
Scientific Games Interactive,United States
Sega Amusements USA,United States
SomaSim Games,United States
Symmetric,United States
Synapse Games (Kongregate),United States
The Men Who Wear Many Hats,United States
ToyStudio,United States
Trinket Studios,United States
TRIPP,United States
Tumbleseed Team,United States
VEHICLEvr,United States
Volition (Koch Media),United States
Wargaming Chicago-Baltimore,United States
Wargaming Chicago-Baltimore,United States
Wargaming West,United States
Webfoot Technologies,United States
WMS (Scientific Games),United States
Young Horses,United States
Zynga,United States
Acme Nerd Games,United States
Aurasync Studios,United States
Clockwork Giant,United States
Creative Kingdoms,United States
Filament Games,United States
Flippfly,United States
GalactaVision,United States
GEAR Learning,United States
GLS Studios,United States
Guild Software,United States
High Iron Studios,United States
Human Head Studios,United States
igda Wisconsin Chapter,United States
Localroute Labs,United States
Lost Boys Interactive,United States
Mobile Mesh Games,United States
PerBlue,United States
Raven Software (Activision),United States
Sky Ship Studios,United States
Skyship Studios,United States
Thawed Codebase,United States
VHornet Games,United States
Wisconsin Games Alliance,United States
Zymo Interactive,United States
Activision Publishing Minneapolis,United States
Almost Playable Games,United States
Big John Games,United States
Concrete Software,United States
Destineer,United States
GLITCH,United States
Global Gaming Initiative,United States
Graveck,United States
igda Twin Cities (Minnesota),United States
Jenkat Games,United States
King Show Games,United States
Outdoor Partners Entertainment,United States
Rebel Planet Creations,United States
Space Mace Games,United States
Wallride Games,United States
We're Five Games,United States
Zivix,United States
[x]cube GAMES,United States
3D Realms,United States
Airlock Interactive,United States
Attic Space Games,United States
Bethesda Game Studios Dallas,United States
Bit Planet Games,United States
BonusXP,United States
Boss Fight Entertainment,United States
C Prompt Games,United States
Cornered Rat Software,United States
Dinosaur Entertainment,United States
Element Games,United States
Flight School Studio,United States
Forward Game Studios,United States
ForwardXP,United States
Fractal Fox,United States
From the Future,United States
Game Circus,United States
GameTrust,United States
Gearbox Software,United States
Groove Jones,United States
House Pixel Games,United States
id Software (ZeniMax Media),United States
igda Dallas Chapter,United States
JForce Games,United States
KingsIsle Entertainment,United States
Magic Leap,United States
Magnin & Associates,United States
Nerd Kingdom,United States
Nerve Software,United States
Neuro Rehab VR,United States
Oculus VR,United States
Oh So Shiny,United States
PeopleFun,United States
Pixel and Texel,United States
Playful,United States
Prestige Gaming,United States
Robot Entertainment,United States
Sickhead Games,United States
Slice VR,United States
Soldak Entertainment,United States
Steel Mantis,United States
Stray Kite Studios,United States
Triangle Studios,United States
Triple B Titles,United States
Zynga With Friends,United States
4th Wall,United States
Activision Blizzard,United States
AdventurePro Games,United States
AGS,United States
Airship Syndicate,United States
Amazon Lumberyard,United States
Archetype Entertainment,United States
Aristocrat Leisure Limited,United States
Arkane Studios (ZeniMax Media),United States
Armature Studio,United States
ArtCraft Entertainment,United States
Ask An Enemy Studios,United States
Aspyr Media,United States
Bethesda Game Studios Austin,United States
BioWare Austin (Electronic Arts),United States
Blizzard Entertainment,United States
Blue Goji,United States
Bluepoint Games,United States
Boss Fight Entertainment,United States
Capital Games (Electronic Arts),United States
Cerberus Interactive,United States
Certain Affinity,United States
Cloud Imperium Games,United States
Crazy Cricket,United States
Daybreak Game Company,United States
Dead Mage,United States
Descendant Studios,United States
Devolver Digital,United States
Dimensional Ink Games,United States
Dogtreat Studios,United States
EA Sports Austin (Electronic Arts),United States
Edge of Reality,United States
Electronic Arts Pogo,United States
Enduring Games,United States
Enspire Learning,United States
Escape Hatch Entertainment,United States
Everi,United States
Everything Unlimited,United States
Fair Worlds,United States
FarBridge,United States
Finji,United States
GameSalad,United States
Ghostfire Games,United States
Global Fun,United States
Gunfire Games,United States
Hellfire Games,United States
igda Austin Chapter,United States
ingZ,United States
Intific,United States
Juegos Rancheros,United States
Kabam,United States
Kalani Games,United States
Karakasa Games,United States
KingsIsle Entertainment,United States
Lightside Games,United States
Longshot Games,United States
Magic Leap,United States
Meta 3D Studios,United States
Mothership Entertainment,United States
NCsoft Austin,United States
Operation Supply Drop,United States
Orbis Games,United States
OtherSide Entertainment,United States
Owlchemy Labs,United States
Pale Room,United States
Palestar,United States
Pangea Software,United States
Panic Button,United States
Part Time Evil,United States
Phaser Lock Interactive,United States
Phaserlock Interactive,United States
Piko Interactive,United States
Pixel Pushers Union 512,United States
PixelMetal,United States
PLAYSTUDIOS,United States
Portalarium,United States
Ratical Games,United States
Red Crow Studio (Electronic Arts),United States
Renegade Kid,United States
Replay Games,United States
Retro Studios (Nintendo),United States
Scientific Games Interactive,United States
Snakehead Software,United States
Spacetime Studios,United States
Stoic Studios,United States
Super Happy Fun Fun,United States
The VOID,United States
Third Wire Productions,United States
Tiger Style,United States
Total Simulation Series,United States
Trick Gaming Studios,United States
Trion Worlds,United States
Troll House Games,United States
Twisted Pixel Games (Microsoft),United States
Vertigo Gaming,United States
Virtuix,United States
Wargaming Austin,United States
White Whale Games,United States
Wizards of the Coast,United States
Wolfeye,United States
Women in Games International (WIGI) Austin,United States
Zynga Austin,United States
3 Black Dot,United States
360 Studios,United States
42 Entertainment,United States
505 Games (Digital Bros),United States
505 Games Mobile,United States
562 Interactive,United States
612 Games,United States
7 Generation Games,United States
8i,United States
Accelerate Games,United States
Activision Blizzard,United States
AfterNow,United States
Aftershock,United States
Age of Learning,United States
Aksys Games,United States
Akupara Games,United States
Alchemic Productions,United States
Amazon Game Studios,United States
Amber,United States
ANIMAL,United States
Annapurna Interactive,United States
AppliedVR,United States
Apps Ministry,United States
Armor Games,United States
Artie,United States
Athlon Games,United States
Atlas V,United States
Atlus United States,United States
Autumn Games,United States
Bad Dreams Games,United States
Bandai America,United States
Bandai Entertainment,United States
Big Red Button Entertainment,United States
Binary Bubbles,United States
BKOM Studios,United States
Blendo Games,United States
Blind Squirrel Games,United States
Blizzard Entertainment,United States
Blue Marble Game Company,United States
Bonfire Studios,United States
Boxi Interactive,United States
Buffalo Vision Games,United States
Build a Rocket Boy,United States
Calvin Labs,United States
Carbonated,United States
Chashu Entertainment,United States
Cloud Imperium Games,United States
codeSpark,United States
Collision Studios,United States
com2us,United States
Cosmic Forces,United States
D3Publisher of America (D3Go),United States
Darewise Entertainment,United States
DICE Los Angeles (Electronic Arts),United States
Dreamlit Entertainment,United States
EA Los Angeles (Electronic Arts),United States
EA Mobile,United States
Egonaut Games,United States
Elodie Games,United States
Emblematic,United States
Embodied Labs,United States
Encore,United States
Enosis VR,United States
Evening Star,United States
Exploding Kittens,United States
F84 Games,United States
Fair Play Alliance,United States
Fallstreak Studio,United States
FarSight Studios,United States
Firefly Games,United States
First Contact Entertainment,United States
Flarb,United States
Flight School Studio,United States
Flying Mollusk,United States
FoxNext,United States
FoxNext VR Studio,United States
Freeform Labs,United States
FriendsWithYou,United States
Frostkeep Studios,United States
Funktronic Labs,United States
Gadget-bot,United States
Galaxy Pest Control,United States
Game Grumps,United States
GameCake,United States
Gameloft,United States
GameResort,United States
Gamevil,United States
Ghostly Bear Games,United States
Giant Space Monster,United States
Giant Sparrow,United States
Giant Squid,United States
Giant Squid Studios,United States
Goodbyeworld Games,United States
Google Stadia Games and Entertainment,United States
Goon Studios,United States
Grab Games,United States
Graffiti Games,United States
Gravity Interactive,United States
GreenPark Sports,United States
GungHo Online Entertainment,United States
Gunslinger Studios,United States
GUTS Department,United States
Heart Machine,United States
Heavy Iron,United States
Heavy Iron Studios,United States
Hidden Variable Studios,United States
High Impact Games,United States
hitcents.com,United States
Human-Engine,United States
Hyperkinetic Studios,United States
Idea Factory,United States
igda Los Angeles Chapter,United States
igda Orange County Chapter,United States
Imagination Entertainment,United States
Industrial Toys,United States
Infinity Ward (Activision),United States
Inhance Digital,United States
Insomniac Games,United States
Interplay Entertainment,United States
Invicta,United States
inXile Entertainment (Microsoft),United States
Iridium Studios,United States
Isopod Labs,United States
Jam CIty,United States
Jam CIty,United States
Jaunt Studios,United States
JumpStart Games,United States
King.com (Activision),United States
Kite & Lightning,United States
Konami Digital Entertainment,United States
Kung Fu Factory,United States
La Cosa Entertainment,United States
LA Game Space,United States
Lab Zero,United States
Legacy Games,United States
Lightbound Studios,United States
Like Pizza,United States
Liquid Entertainment,United States
Little Orbit,United States
Lucid Sight,United States
Ludomade,United States
Madison Wells Media,United States
Magic Leap,United States
Magic Leap,United States
Magnopus,United States
Matter VR,United States
Metanoia,United States
metricminds,United States
Mieron Virtual Reality Neurotherapy,United States
Mild Beast Games,United States
Mild Beast Games,United States
Mindshow,United States
MobilityWare,United States
Mobius Digital Games,United States
Modal VR,United States
N3TWORK,United States
Naked Sky Entertainment,United States
Natalie Lawhead,United States
Naughty Dog (Sony),United States
New Blood Interactive,United States
Nexon America,United States
NHN Entertainment USA,United States
Nicalis,United States
Nickelodeon Kids & Family Virtual Worlds Group,United States
Nifty Games,United States
Night School Studio,United States
NIS America,United States
Nix Hydra,United States
ObEN,United States
Obsidian Entertainment (Microsoft),United States
Oculus VR,United States
Otherworld Interactive,United States
Outer Wilds,United States
Outright Games,United States
Paper Unicorn Games,United States
Pawmigo Games,United States
Pebblekick,United States
Pixel Titans,United States
Plasticity Games,United States
Playsaurus,United States
Playsino,United States
PLAYWITH Interactive,United States
Plexonic,United States
PM Studios,United States
Psyop Games,United States
Quicksilver,United States
Ready at Dawn Studios,United States
Realm Games,United States
Reloaded Games,United States
Respawn Entertainment (Electronic Arts),United States
Riot Games,United States
Robin Games,United States
Rocket Science Amusements,United States
Rogue,United States
Rogue Earth,United States
Run Games,United States
RUST LTD,United States
Scopely,United States
Second Dinner,United States
Secret Cow Level,United States
Section Studios,United States
Seedling,United States
Seemingly Pointless,United States
Seismic Games,United States
Seriously Digital Entertainment,United States
SGN (Social Gaming Network),United States
Singularity 6,United States
Sirvo Studios,United States
Six Foot,United States
Skyborne Games,United States
Skybound Games,United States
Skybound Interactive,United States
Skybound Stories,United States
Skydance Interactive,United States
Skyrocket,United States
SMG Studio,United States
Snail Games USA,United States
SNK Playmore Corporation,United States
Social Cipher Games,United States
Sombr Studio,United States
Sony Computer Entertainment Santa Monica Studio,United States
Spectrevision,United States
Specular Interactive,United States
Specular Theory,United States
Spike Chunsoft,United States
Spin Master,United States
Squanch Games,United States
Square Enix Incorporated,United States
Sticky Studios,United States
Stonepunk Studios,United States
Stonepunk Studios,United States
Stress Level Zero,United States
STRIVR,United States
Studio Fawn,United States
Studio237,United States
Sunken Places,United States
Super Bit Machine,United States
Supercolony,United States
SuperVillian Studios,United States
Surgical Theater,United States
Survios,United States
Talespin,United States
Tangentlemen,United States
TapBlaze,United States
Team OK,United States
Tender Claws,United States
Thar Be Monsters,United States
