Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
,,,incomprehensibleentranceexam/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,metaphysicalfuel/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,magicalgirlqueenlinesstest/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,stockclockhandhang/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,microphoneswinging/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,sciencefiction/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,antimentor/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,icepalace/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,mindcontrolconspiracy/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,practicetargetoverkill/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,unseenaudience/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hollywoodencryption/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,executivesuitefight/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,radiosilence/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,untranslatedcatchphrase/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,savagespikedweapons/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,adoptedintoroyalty/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,allmonksknowkungfu/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,medalsforeveryone/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,transferredtransformation/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,penguinsareducks/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,piningafterprotagonistsparent/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,malebandfemalesinger/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,militaryranknames/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,floodedfutureworld/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,strippingthescarecrow/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,animalsseeinmonochrome/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,readthemapupsidedown/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,morecriminalsthantargets/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,artificialscript/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,mustletthemgetaway/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,darkshepherd/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,windmillpolitical/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,mouthybird/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,viciousvac/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,daterape/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,mysteriousanimalsenses/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,stockphrases/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,mermaidarcemergence/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,sarcasticwellwishing/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,nozombiecannibals/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,santassweatshop/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,multiplelanguagessamevoiceactor/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,thatsoundsfamiliar/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,towerofbabel/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,snailmail/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hollywoodapocrypha/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,posthumouscollaboration/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,zombieapocalypsehero/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,megamaelstrom/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,straighttothepointe/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,premortemcatchphrase/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,shouldntyoustopstealing/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,cityofgold/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,breakingthereviewerswall/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,malesunfemalemoon/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,indestructibilitymontage/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,resistanttomagic/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,mountainoffood/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,homelesspigeonperson/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,unspecifiedapocalypse/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,childhoodhomerediscovery/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,moonburn/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,timelapse/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,instantroast/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,smellsofdeath/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,odetofamily/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,minionmaracas/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,confoundthemwithkindness/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,sequelsong/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,triagetyrant/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,naturehero/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,surprisinglynormalbackstory/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,musclebeachbum/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pimpedoutcar/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,donotspoilthisending/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,standardpoweruppose/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ghostlygape/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,thegoomba/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hostagehandlerhuddle/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,piousmonster/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,beforeichangemymind/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,underthesea/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,sheepinwolfsclothing/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,stanfordprisonexperiment/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,revealingreflection/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wiltingodor/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dreamstealer/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,unratededition/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,stophavingfunguys/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dogslovebeingpraised/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,stickfigureanimation/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,savingtheworldwithart/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,phlebotinumhandlingequipment/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,speciesequalsgender/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,booksnap/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,organgrinder/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,genteelinterbellumsetting/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,asianliondogs/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,partiallyconcealedlabelgag/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,westminsterchimes/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,robotclown/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,passingjudgment/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,thevjdaykiss/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,cactusperson/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,confusedquestionmark/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dungeonmastersgirlfriend/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,epicrace/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pelicanpackagepouch/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,literallyfallinginlove/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pelvicthrust/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,mistakenforimprisonment/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ohlookmorerooms/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,netgun/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,thefriendlytexan/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,morallysuperiorcopy/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,asianbuckteeth/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,roboticundead/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bigjerkoncampus/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,outgivingbirthbackintwominutes/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,sapientsteed/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,parodyreligion/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,nightanddayduo/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,humansaresurvivors/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,rampjump/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,heroicheelizationspeech/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,eliminationcatchphrase/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,whenpropsattack/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,raisedincaptivity/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,recoverysequence/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,butidigress/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,mammy/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,nonvoyageparty/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,slidingscaleofdivineintervention/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,empathicshapeshifter/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,sunkenface/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ridiculouslydifficultroute/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,kindlyhousekeeper/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,clockworksarea/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,promptingnudge/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,mediatransmigration/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,oppositesattractrevenge/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,arsenalattire/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,punnyheadlines/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,eggshellclothing/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,explodingbarrels/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,tiredafterthesong/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,rapiddnatest/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,shoppingcartofhomelessness/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,realtimetimeskip/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,takingoverthetown/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bangingpotsandpans/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,augmentedreality/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,filmsof20052009/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,thelavacavesofnewyork/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,kidnappedfrombehind/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,obstacleskicourse/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,recliningvenus/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,rooftopconcert/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ghostinvasion/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,toogoodforexploiters/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,goingtobeoneofthosedays/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,tontine/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,practicalcurrency/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,realmenhaveshorthair/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,humanaliendiscovery/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,powersuitmonkey/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,phonynewscast/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,temptingcookiejar/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,captionhumor/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,icanrulealone/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,improvisedcatapult/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,rapidfirebut/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,sleepaesop/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,slippingintostink/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wartimecartoon/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bizarrealienlimbs/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,swinglowsweetharriet/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,deliverancefromdamnation/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,clothingappendage/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,legionoflostsouls/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,walkinginrhythm/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,goodneedsevil/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,thatsatisfyingcrunch/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fourpointscale/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,rascallyraccoon/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,confettidrop/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,metaplot/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,thisisacompetition/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,noyougofirst/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,nunsnrosaries/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,objecttrackingshot/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,demonicheadshake/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,poisonring/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,squareraceroundclass/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,walkietalkiestatic/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,clipitswings/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,realvehiclereveal/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,overlystereotypicaldisguise/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,homemadeflamethrower/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,battleofthebands/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,forgoticouldchangetherules/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,typecasting/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,droppedinspeechclip/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,conjoinedeyes/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,suddengameinterface/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,minskypickup/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,clownspecies/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,terrestrialsealife/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,appealtoauthority/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,terrainsculpting/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bridgelogic/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,breathableliquid/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,theallamericanboy/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,sookayitsaverage/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,trexpy/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,storminateacup/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,adultadoptee/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,marrythenanny/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,armlessbiped/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,notquiteforever/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,animatedmusical/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,votedofftheisland/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,revivetheancientcustom/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,nonsenseclassification/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,robotsuperhero/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,easingintotheadventure/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,odessasteps/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,modelscam/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,parodiesoffire/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,neverliveitdown/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,boatsintobuildings/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,impossiblemissioncollapse/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,instantpeoplejustaddwater/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,criminalcraveslegitimacy/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inscrutableoriental/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hidetheevidence/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,serialhomewrecker/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,unabletosupportawife/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,uncoffee/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,notscreenedforcritics/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,narmcharm/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,remarriedtothemistress/6.574881323392113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
