Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42
coolshades/0.0010469407019651593,ancestralweapon/0.011247443762781187,sprintshoes/0.009611573523583036,gameoftheyearedition/0.006797466398887687,cycleofhurting/0.012358007739358383,magitek/0.01636302294197031,sequelnumbersnarl/0.005213588967373024,thebeastmaster/0.0045077105575326215,startervillain/0.005454837157067223,battleaura/0.003946548501003947,vestigialempire/0.008335161219565694,recursiveammo/0.010787172011661808,screwdestiny/0.014733740265207325,awesomebutimpractical/0.009695932698820091,unintentionallyunwinnable/0.011905615721150398,buttonmashing/0.014515496273048253,bossinmookclothing/0.015416063367685888,beamspam/0.010095712599973777,deadlygas/0.008963786303334529,superspeed/0.014536775873291387,noherodiscount/0.010519563822963438,thecaper/0.00789127575624726,idleanimation/0.011956043956043955,heroespreferswords/0.01008717310087173,onehitpointwonder/0.012920673076923076,cosmeticallyadvancedprequel/0.010762331838565023,evilknockoff/0.005849294643881179,relationshipwritingfumble/0.014143094841930116,ludicrousgibs/0.013763572411683744,bossremix/0.01052400789300592,usedfuture/0.005476064299593711,randomdrop/0.0129624968537629,magicknight/0.021388499298737727,sidelinedprotagonistcrossover/0.008356070941336972,whamepisode/0.006304538432633293,mauveshirt/0.018851756640959727,thethreetrials/0.009328358208955223,sniperpistol/0.008958038661008957,wholesomecrossdresser/0.010144274120829576,actuallyiamhim/0.011976047904191617,mediumblending/0.009192065795839382,callingyourattacks/0.016092890609085354
cargoship/0.0010469407019651593,goldandwhitearedivine/0.011247443762781187,stupidityistheonlyoption/0.009611573523583036,molotovcocktail/0.006334002780781708,friendlyfireproof/0.012233179378354763,wolfpackboss/0.015856950067476384,outoffocus/0.005157528870949658,bowandswordinaccord/0.004349545274812179,onlyinitforthemoney/0.005454837157067223,supermoveportraitattack/0.003946548501003947,shopliftanddie/0.007677122175915771,playerversusplayer/0.010787172011661808,nominalimportance/0.014733740265207325,onehitkill/0.009410758207678322,difficultyspike/0.011833895144516961,sinisterscythe/0.014123185562965868,flunkyboss/0.015330891746869944,tronlines/0.009833486298675757,blatantitemplacement/0.008963786303334529,attackreflector/0.014102842265133435,firsttown/0.010391276459268762,golfclubbing/0.00789127575624726,variablemix/0.011428571428571429,onlyonename/0.009589041095890411,airbornemook/0.012469951923076924,beenthereshapedhistory/0.010164424514200299,portmanteauseriesnickname/0.005505218488358757,tangledfamilytree/0.013311148086522463,redshirtarmy/0.013610643829331703,battlethememusic/0.010304757728568297,weaponofmassdestruction/0.005476064299593711,fantasycounterpartculture/0.0129624968537629,brokeyourarmpunchingoutcthulhu/0.021037868162692847,fightingclown/0.008185538881309686,thereveal/0.006179282702183625,suicideattack/0.01842330762639246,pullingthemselvestogether/0.008395522388059701,lasersight/0.008486562942008486,noitemuseforyou/0.00969341749323715,notallowedtogrowup/0.01157684630738523,marriedtothejob/0.009192065795839382,headsiwintailsyoulose/0.01588918313302098
villainhasapoint/0.0010469407019651593,elementalweapon/0.010991820040899795,dembones/0.009413396749900911,gatelessghetto/0.006334002780781708,grievousharmwithabody/0.012233179378354763,shiptease/0.014676113360323886,doomedbycanon/0.005157528870949658,animatedarmor/0.0041913799920917354,theremnant/0.00537461896358094,shipsthatpassinthenight/0.003946548501003947,evilpaysbetter/0.007677122175915771,fromclonestogenre/0.010495626822157435,losttechnology/0.013891812250052621,videogamecrueltypotential/0.009054290093751114,artificialbrilliance/0.011690453991250089,wrestlerinallofus/0.014123185562965868,degradedboss/0.014990205263606166,aiisacrapshoot/0.008915694244132686,actionsurvivor/0.008784510577267838,temporaryonlinecontent/0.014102842265133435,rarecandy/0.010391276459268762,grievousbottleyharm/0.00789127575624726,autobotsrockout/0.01134065934065934,randomencounters/0.00896637608966376,multimookmelee/0.012169471153846154,militaryandwarfarevideogames/0.009865470852017937,scoringpoints/0.005390526436517949,bladespam/0.013311148086522463,enemychatter/0.013457715246979661,hopelessbossfight/0.010304757728568297,spaceisnoisy/0.005122769828652182,myrulesarenotyourrules/0.011955700981625975,wingedhumanoid/0.020687237026647966,capcomsequelstagnation/0.007673942701227831,inuniverse/0.006179282702183625,praetorianguard/0.017566409597257925,lordcountry/0.008395522388059701,universalammunition/0.00832940436900833,frothymugsofwater/0.009467989179440937,adaptationalearlyappearance/0.01157684630738523,ingametv/0.008708272859216255,antivillain/0.01568547565695661
almightyjanitor/0.0010126147773105638,rescueromance/0.010991820040899795,missingsecret/0.009017043202536663,cutlexluthoracheck/0.006334002780781708,stripperiffic/0.012233179378354763,ridiculouslycutecritter/0.014338731443994602,wherearetheynowepilogue/0.0051014687745262926,ourghostsaredifferent/0.0041913799920917354,gayoption/0.005294400770094658,slidingscaleofantivillains/0.0038773108080038775,bestialityisdepraved/0.007238429480149156,revenueenhancingdevices/0.010495626822157435,ascendtoahigherplaneofexistence/0.013470848242475268,exactlywhatitsaysonthetin/0.008769115602609347,whatthehellplayer/0.011618733414616653,gunsareworthless/0.01353471949784229,pointofnoreturn/0.014819862021974278,teleportation/0.008915694244132686,heyitsthatsound/0.008605234851201148,awinnerisyou/0.01388587546105446,hubcity/0.010006414368184734,prisonrape/0.00789127575624726,nonlinearsequel/0.01098901098901099,solongandthanksforallthegear/0.00896637608966376,mercyinvincibility/0.01171875,stealthbasedgame/0.009566517189835576,walljump/0.005275834384677142,identicalstranger/0.012479201331114808,criticalexistencefailure/0.012540143752867411,warmupboss/0.010231674340422423,alphastrike/0.005122769828652182,scratchdamage/0.011955700981625975,ourdragonsaredifferent/0.020336605890603085,mirrormatch/0.007673942701227831,sequelhook/0.006179282702183625,antiair/0.01713796058269066,theshadowknows/0.00792910447761194,onebulletclips/0.007857928650007858,technicolorfire/0.009242560865644725,inspiteofanail/0.01157684630738523,recursivereality/0.008708272859216255,mundanemadeawesome/0.015481768180892239
bottomlessbladder/0.000995451814983266,ladyofblackmagic/0.010736196319018405,underusedgamemechanic/0.0089179548156956,dirtycop/0.006179514908079716,jigglephysics/0.011733865934340282,spinattack/0.01417004048582996,callforward/0.0051014687745262926,antimagic/0.004112297350731514,neverfoundthebody/0.005053746189635809,scarfofasskicking/0.0038773108080038775,nopointsforneutrality/0.007019083132265848,unitsnottoscale/0.010495626822157435,deadallalong/0.013470848242475268,meaningfulname/0.008769115602609347,violationofcommonsense/0.011475292261349782,doppelgangerattack/0.01353471949784229,anticlimaxboss/0.014819862021974278,armcannon/0.008784581093483677,droneofdread/0.008605234851201148,bootstrappedtheme/0.01388587546105446,goingthroughthemotions/0.010006414368184734,suspectishatless/0.00789127575624726,purposelyoverpowered/0.010901098901098902,forcedlevelgrinding/0.008717310087173101,helpfulmook/0.011568509615384616,taponthehead/0.009267563527653214,levelstakeflight/0.00493175822915472,becausedestinysaysso/0.010815307820299502,setamooktokillamook/0.012081358005811286,disconefinaldungeon/0.009647007235255427,arbitrarymaximumrange/0.005122769828652182,combatmedic/0.011578152529574628,pantheraawesome/0.018934081346423562,setswordstostun/0.007332878581173261,bodyhorror/0.006012275061584068,easylogistics/0.016709511568123392,herald/0.00792910447761194,punchpackingpistol/0.00722929435800723,npcroadblock/0.009242560865644725,olympusmons/0.011177644710578843,blackeyesofevil/0.008708272859216255,redoniblueoni/0.015278060704827868
drivingquestion/0.0009267999656740754,whitemagiciangirl/0.010480572597137014,hailfirepeaks/0.008422512881490289,nevermesswithgranny/0.006025027035377723,dynamicentry/0.011109724129322183,swordbeam/0.01417004048582996,bloodlesscarnage/0.0051014687745262926,whentreesattack/0.004112297350731514,experiencedprotagonist/0.004572437028718113,troperworks/0.0038773108080038775,minmaxersdelight/0.007019083132265848,diminishingreturnsforbalance/0.010495626822157435,generationxerox/0.013470848242475268,boringbutpractical/0.0085195879228603,cuttingoffthebranches/0.010901527648282292,throwingyourswordalwaysworks/0.013338564142801098,butthoumust/0.01362745933055106,nocanonforthewicked/0.008653467942834666,benevolentarchitecture/0.008425959125134457,scrappymechanic/0.013018008244738555,exposedtotheelements/0.009749839640795382,outsideride/0.007452871547566856,supertitle64advance/0.010813186813186814,leakedexperience/0.008717310087173101,supernotdrowningskills/0.011568509615384616,comicbookfantasycasting/0.009267563527653214,tropicalislandadventure/0.00493175822915472,chickification/0.010815307820299502,backstab/0.012081358005811286,thatoneattack/0.009281590294526054,spacemarine/0.005122769828652182,onestattorulethemall/0.011452303045557513,thegrimreaper/0.018934081346423562,dittofighter/0.007162346521145975,axcrazy/0.005928771241284289,foreverwar/0.016709511568123392,princessesrule/0.007462686567164179,sawedoffshotgun/0.006914977212006915,tertiarysexualcharacteristics/0.009017132551848512,stevenulyssesperhero/0.010379241516966068,inspectorjavert/0.008708272859216255,thepoweroffriendship/0.014666938276634752
cashcowfranchise/0.0009267999656740754,tinyguyhugegirl/0.009713701431492843,everythingtryingtokillyou/0.008224336107808166,batterup/0.006025027035377723,videogamelongrunners/0.010860067407314941,aniceperson/0.013832658569500675,rewatchbonus/0.004989348581679561,golem/0.004033214709371293,falseflagoperation/0.004492218835231831,rapunzelhair/0.0038773108080038775,treacherousquestgiver/0.007019083132265848,cooldown/0.01020408163265306,andthenjohnwasazombie/0.013049884234897917,allthereinthemanual/0.0085195879228603,tooawesometouse/0.010614645341748547,stancesystem/0.013338564142801098,earlygamehell/0.013542287709735116,ragnarokproofing/0.008653467942834666,nightofthelivingmooks/0.008425959125134457,competitivebalance/0.012367107832501627,inventorymanagementpuzzle/0.009621552277100705,rightwingmilitiafanatic/0.0070144673388864535,annoyingvideogamehelper/0.010021978021978023,nonelemental/0.008343711083437112,defeatequalsexplosion/0.011268028846153846,gangstastyle/0.009267563527653214,gokartingwithbowser/0.00493175822915472,youremindmeofx/0.010815307820299502,gatlinggood/0.012081358005811286,undergroundmonkey/0.008916173353796682,scifiwritershavenosenseofscale/0.004592828122239887,actionrpg/0.011200604077523282,worldtree/0.01753155680224404,wholecostumereference/0.007162346521145975,wellintentionedextremist/0.0058870193311344,deathworld/0.016281062553556127,superswimmingskills/0.007462686567164179,secondaryfire/0.006757818639006758,gianthandsofdoom/0.0087917042380523,strangesyntaxspeaker/0.00998003992015968,innermonologue/0.008708272859216255,ragtagbunchofmisfits/0.014666938276634752
fanficsof20152019/0.0009267999656740754,olderandwiser/0.009202453987730062,poisonmushroom/0.008224336107808166,equalopportunityevil/0.006025027035377723,hardmodeperks/0.010860067407314941,aerithandbob/0.012989203778677462,atasteofpower/0.004877228388832829,evilsorcerer/0.004033214709371293,storybranchfavoritism/0.004492218835231831,darkskinnedblond/0.003808073115003808,theplague/0.00679973678438254,characterclasssystem/0.01020408163265306,mrexposition/0.012628920227320563,mythologygag/0.0085195879228603,bilingualbonus/0.010614645341748547,thegunslinger/0.013338564142801098,infinityminusonesword/0.013542287709735116,earthshatteringkaboom/0.007997902189589616,itcanthink/0.008246683399067766,troll/0.012150141028422651,commonplacerare/0.00949326491340603,magicplasticsurgery/0.0070144673388864535,badassnormal/0.009318681318681318,preexistingencounters/0.008343711083437112,rewardingvandalism/0.011268028846153846,loosecanon/0.008968609865470852,gameplayroulette/0.004817066177313912,coverdrop/0.010815307820299502,carfu/0.011928429423459244,truefinalboss/0.008843089965650808,dronedeployer/0.004416180886769122,lastchancehitpoint/0.011200604077523282,godsaveusfromthequeen/0.016830294530154277,ninja/0.00699181446111869,schmuckbait/0.0058870193311344,hivemind/0.015424164524421594,watergeyservolley/0.007462686567164179,stickybomb/0.006757818639006758,everythingsbetterwithpenguins/0.008566275924256087,snakeoilsalesman/0.00998003992015968,mentalworld/0.008708272859216255,yougottahavebluehair/0.014666938276634752
whatthehellisthataccent/0.0009096370033467776,itemcaddy/0.00894683026584867,undergroundlevel/0.00802615933412604,heknowstoomuch/0.006025027035377723,hitboxdissonance/0.010860067407314941,elementalrockpaperscissors/0.012314439946018893,actioncommands/0.004765108195986097,ultimateblacksmith/0.004033214709371293,asskickingequalsauthority/0.004492218835231831,prolongedprologue/0.003808073115003808,hundredpercentheroismrating/0.00679973678438254,cooldownmanipulation/0.009620991253644314,cosmichorrorstory/0.012207956219743212,bookends/0.007949238940576765,videogamecrueltypunishment/0.01039948361184824,reversegrip/0.012553942722636328,marathonlevel/0.013457116088919172,humanpopsicle/0.0076045627376425855,healingpotion/0.007888131946934385,fictionalvideogame/0.011933174224343675,globalcurrency/0.00949326491340603,thecasino/0.0070144673388864535,polishedport/0.008967032967032967,theredmage/0.008343711083437112,hardlevelseasybosses/0.010817307692307692,wherethehellisspringfield/0.008968609865470852,archero/0.004587682073632297,fuumashuriken/0.00956738768718802,hyperspacearsenal/0.011928429423459244,marathonboss/0.008696923189359058,starfishlanguage/0.004416180886769122,fightermagethief/0.011200604077523282,camebackstrong/0.016830294530154277,shoryuken/0.00699181446111869,thereisnokilllikeoverkill/0.005761763600684732,friendlysniper/0.014995715509854327,soundstone/0.007462686567164179,prettylittleheadshots/0.006600660066006601,companycrossreferences/0.008566275924256087,canonfodder/0.00998003992015968,brokenbird/0.00822447992259313,gratuitousenglish/0.014055815848441637
battlecry/0.0008409851540375869,silkhidingsteel/0.00894683026584867,fakeultimatemook/0.0075307173999207295,nonactionbigbad/0.006025027035377723,combattentacles/0.010860067407314941,timestandsstill/0.011977058029689609,heroantagonist/0.004709048099562731,noarcinarchery/0.0037959667852906285,badassarmy/0.004492218835231831,urbanfantasy/0.003808073115003808,everyoneisbi/0.006580390436499232,telefrag/0.008746355685131196,goodmorningcrono/0.01178699221216586,artificialstupidity/0.007913592129184044,powerupletdown/0.010256042458581367,immunetoflinching/0.011377010592389172,puzzleboss/0.012690571501575675,superprototype/0.007342336436344565,hollywooddarkness/0.007708856220867695,fandomlifecycle/0.011716207420264699,webuyanything/0.008595253367543297,railroadtracksofdoom/0.0070144673388864535,artevolution/0.008967032967032967,instantrunes/0.00821917808219178,bullfightboss/0.010667067307692308,savedbycanon/0.00866965620328849,stalkedbythebell/0.00447299002179149,swordpointing/0.00956738768718802,privatemilitarycontractors/0.011775500841107202,brutalbonuslevel/0.008623839801213184,terraform/0.0042395336512983575,absurdlyhighlevelcap/0.011074754593506167,rageagainsttheheavens/0.016830294530154277,flanderization/0.0068212824010914054,onemanarmy/0.005761763600684732,thealliance/0.01456726649528706,portaltothepast/0.007462686567164179,firstpersonghost/0.006600660066006601,artstyledissonance/0.008340847610459874,everythingisanipodinthefuture/0.00998003992015968,louiscypher/0.00822447992259313,worthyopponent/0.013648400896312895
trollingcreator/0.0008409851540375869,ladyandknight/0.00894683026584867,plotcoupon/0.0075307173999207295,inksuitactor/0.00587053916267573,combatstilettos/0.010610410685307702,elementalpowers/0.011977058029689609,controllablehelplessness/0.004596927906716,evilweapon/0.0037959667852906285,trueneutral/0.004412000641745548,chivalrouspervert/0.0037388354220037386,drugsarebad/0.0061416977407326165,changinggameplaypriorities/0.008746355685131196,knightinshiningarmor/0.011366028204588508,easteregg/0.007699711260827719,sequelescalation/0.009969160152047622,impossiblycoolclothes/0.011377010592389172,selfimposedchallenge/0.012520228259943787,beehivebarrier/0.007211223285695555,killitwithice/0.007529580494801004,nodamagerun/0.011499240616185723,dungeontown/0.00846696600384862,iamnotspock/0.0070144673388864535,victorypose/0.008703296703296703,requiredpartymember/0.00797011207970112,groundpound/0.010667067307692308,youhavegottobekiddingme/0.00866965620328849,twoandahalfd/0.004358297969950683,hairraisinghare/0.009151414309484194,mookhorrorshow/0.01162257225875516,mirrorboss/0.008477673024921435,redalert/0.0042395336512983575,randomnumbergod/0.01069720614145482,killthegod/0.016479663394109396,asskicksyou/0.0068212824010914054,downerending/0.005678259780384953,cannonfodder/0.013710368466152529,amazingtechnicolorwildlife/0.007462686567164179,snipingmission/0.006443501493006444,morphicresonance/0.008115419296663661,tomthedarklord/0.009580838323353293,onetomilliontoone/0.00725689404934688,tsundere/0.012426156039926665
dramaticirony/0.0008409851540375869,dragonsaredemonic/0.008691206543967281,emptyroompsych/0.007233452239397542,worstaid/0.00587053916267573,ratedmformanly/0.010485582324304082,chestmonster/0.011470985155195682,eyepatchofpower/0.004372687521022536,swampsareevil/0.0037959667852906285,thesocialdarwinist/0.004412000641745548,eleventhhourranger/0.0036695977290036696,apocalypsecult/0.0061416977407326165,blackspeech/0.008454810495626823,notusingthezword/0.011366028204588508,darkerandedgier/0.007664064449434998,loadsandloadsofloading/0.009969160152047622,swordandgun/0.011377010592389172,lethaljokeitem/0.012520228259943787,minimecha/0.006948996984397535,wreakinghavok/0.007529580494801004,videogamegenres/0.011499240616185723,inferredholocaust/0.00846696600384862,vomitdiscretionshot/0.0070144673388864535,winbackthecrowd/0.008439560439560439,hiddenelfvillage/0.00797011207970112,bossarenaidiocy/0.010516826923076924,torchthefranchiseandrun/0.008071748878923767,recurringbosstemplate/0.0041289138662690674,affirmativeactiongirl/0.008735440931780365,chainsawgood/0.011316715094051077,videogameremake/0.008112256084192063,nonentitygeneral/0.0042395336512983575,hptoone/0.01069720614145482,lightisgood/0.016129032258064516,fightinggame/0.00665075034106412,faceheelturn/0.0056365078702350635,expandeduniverse/0.013281919451585262,maskofpower/0.007462686567164179,quickmelee/0.006443501493006444,youkai/0.007889990982867448,merchantcity/0.009580838323353293,lampshadeddoubleentendre/0.00725689404934688,therival/0.012222448563862294
fullfrontalassault/0.0008238221917102892,curtainsmatchthewindow/0.008691206543967281,deathmountain/0.007134363852556481,closedcircle/0.005716051289973737,glowingeyesofdoom/0.010235925602296842,blowyouaway/0.01130229419703104,pressxtonotdie/0.00431662742459917,carryabigstick/0.0037959667852906285,childsoldiers/0.004331782448259265,littlemissbadass/0.0036003600360036,ahomeownerisyou/0.005922351392849309,fogofwar/0.008454810495626823,literallyshatteredlives/0.011366028204588508,continuitynod/0.007485830392471394,moneyfornothing/0.009969160152047622,worldsstrongestman/0.010592389172224402,videogamesofthe2000s/0.012435056639127843,onlythecreatordoesitright/0.006817883833748525,rocketjump/0.007529580494801004,fanwebcomics/0.011499240616185723,videogamestealing/0.008338678640153944,driveslikecrazy/0.00657606313020605,ambidextroussprite/0.008439560439560439,holyhandgrenade/0.00784557907845579,coopmultiplayer/0.010366586538461538,ruderandcruder/0.008071748878923767,remilitarizedzone/0.0041289138662690674,larynxdissonance/0.008735440931780365,videogameflamethrowerssuck/0.011316715094051077,goddamnedboss/0.008039172696046188,aliensspeakingenglish/0.0042395336512983575,damageovertime/0.010193808205386358,jerkassgods/0.015778401122019635,unblockableattack/0.00665075034106412,whatthehellhero/0.0055530040499352845,flingalightintothefuture/0.013281919451585262,mirroruniverse/0.006996268656716418,sentrygun/0.006443501493006444,resetbutton/0.007889990982867448,pathofmostresistance/0.009580838323353293,doublemeaning/0.00725689404934688,thelancer/0.012222448563862294
itspopularnowitsucks/0.0008238221917102892,firstgirlwins/0.00843558282208589,gamegourmet/0.007134363852556481,bringmybrownpants/0.005561563417271744,laserblade/0.010111097241293221,manameter/0.01130229419703104,anothersideanotherstory/0.00431662742459917,necromancer/0.0037959667852906285,letssplitupgang/0.004331782448259265,gooutwithasmile/0.0036003600360036,eviliseasy/0.005703005044966001,bladderofsteel/0.008454810495626823,thechosenone/0.011366028204588508,ohcrap/0.007450183581078672,actionbomb/0.00982571899878075,coolmask/0.010592389172224402,brokenbridge/0.012435056639127843,precursors/0.006817883833748525,roarbeforebeating/0.007529580494801004,aprilfoolsday/0.011499240616185723,twentybearasses/0.008338678640153944,parentalincest/0.00657606313020605,weaponofchoice/0.008351648351648353,villainforgottolevelgrind/0.00784557907845579,lifemeter/0.010366586538461538,stunguns/0.008071748878923767,battleboomerang/0.0041289138662690674,crystallandscape/0.008735440931780365,blownacrosstheroom/0.011316715094051077,fireicelightning/0.007746839143462691,superweaponsurprise/0.0042395336512983575,crutchcharacter/0.010067958721369242,lovecraftlite/0.015778401122019635,badassarmfold/0.006480218281036835,irony/0.0055530040499352845,antiarmor/0.012853470437017995,jawdrop/0.006996268656716418,takecover/0.006286342920006287,fartillery/0.007664562669071236,ascendedfridgehorror/0.009580838323353293,stealthparody/0.00725689404934688,nofourthwall/0.01181503361173355
thelawofconservationofdetail/0.0008238221917102892,awesomemomentofcrowning/0.00843558282208589,templeofdoom/0.007035275465715418,canadianmedia/0.005561563417271744,whipitgood/0.009986268880289601,sciencefantasy/0.011133603238866396,surprisinglyimprovedsequel/0.004036326942482341,ohmygods/0.0037168841439304072,dyingasyourself/0.0042515642547729824,defeatmeansplayable/0.003531122343003531,ratstomp/0.005703005044966001,roguelike/0.00816326530612245,religionofevil/0.011366028204588508,callback/0.0074145367696859515,cosmeticaward/0.00982571899878075,charlesatlassuperpower/0.01039623381718321,secondquest/0.012349885018311899,unobtainium/0.006424544381801495,outrunthefireball/0.007350304768734313,achievementsystem/0.011499240616185723,enemysummoner/0.007953816549069917,adamwesting/0.00657606313020605,breatherlevel/0.008263736263736264,playercharactercalculus/0.007721046077210461,downthedrain/0.01006610576923077,stillwearingtheoldcolors/0.008071748878923767,indyescape/0.0041289138662690674,invinciblevillain/0.008735440931780365,emergencyweapon/0.011163786511699036,itsallupstairsfromhere/0.007746839143462691,grewbeyondtheirprogramming/0.0042395336512983575,lifedrain/0.010067958721369242,halfhumanhybrid/0.015778401122019635,hotterandsexier/0.006480218281036835,titledrop/0.005344244499185837,coloncancer/0.012425021422450729,harpoffemininity/0.006996268656716418,standardfpsenemies/0.006286342920006287,lettingtheairoutoftheband/0.007213706041478809,heroesgonefishing/0.009580838323353293,revengeisnotjustice/0.00725689404934688,hotblooded/0.011203911183540437
baldofevil/0.0008066592293829915,siblingteam/0.00843558282208589,giantenemycrab/0.006837098692033293,professionalkiller/0.005407075544569751,coolversusawesome/0.009861440519285981,blobmonster/0.010964912280701754,developmentgag/0.004036326942482341,lovablerogue/0.0037168841439304072,badassbaritone/0.0041713460612867,charactertiers/0.003461884650003462,thecitynarrows/0.005264312349199386,theturretmaster/0.00816326530612245,theworldisjustawesome/0.010945064197011155,mooks/0.007307596335507789,sidetrackedbythegoldsaucer/0.009180233809079825,gunandsword/0.009807767752059632,cap/0.01217954177668001,selfdestructmechanism/0.006293431231152485,hellisthatnoise/0.007171029042667623,everythingsbetterwithmonkeys/0.010848340203948795,getontheboat/0.00782552918537524,sideeffectsinclude/0.00657606313020605,movesetclone/0.008087912087912088,optionalpartymember/0.007471980074719801,oxygenmeter/0.009915865384615384,diehardonanx/0.007772795216741405,spacezone/0.00401422181442826,whenitallbegan/0.008735440931780365,icallitvera/0.011163786511699036,musicalnod/0.007673755755316817,ancientastronauts/0.004062886415827592,totalpartykill/0.009816259753335011,constructedworld/0.015778401122019635,adaptationalwimp/0.006480218281036835,deadpansnarker/0.005302492589035948,encyclopediaexposita/0.012425021422450729,bugcatching/0.006996268656716418,railingkill/0.006129184347006129,vagueage/0.006988277727682597,startermon/0.009181636726546906,whowritesthiscrap/0.00725689404934688,thesmartguy/0.011000203707476064
cutenessproximity/0.0008066592293829915,mayflydecemberromance/0.0081799591002045,thepirateswhodontdoanything/0.006738010305192232,talkativeloon/0.005407075544569751,tropecodifier/0.009861440519285981,spamattack/0.01062753036437247,darthvaderclone/0.004036326942482341,maximumhpreduction/0.003637801502570186,icannotselfterminate/0.004091127867800417,animehair/0.003461884650003462,olderisbetter/0.005264312349199386,cosmicretcon/0.007580174927113703,twentyfourhourarmor/0.01073458219322248,gamebreakingbug/0.007200655901329626,deathfromabove/0.009108513232446389,beatemup/0.009807767752059632,heroicmime/0.01217954177668001,nukeem/0.006031204929854464,arrowsonfire/0.007171029042667623,playertic/0.010848340203948795,starterequipment/0.007312379730596536,cantgetawaywithnuthin/0.006137658921525646,newbieboom/0.008087912087912088,cognizantlimbs/0.007471980074719801,heartcontainer/0.009615384615384616,notwhatisignedonfor/0.007772795216741405,bosswarningsiren/0.00401422181442826,itwaswithyouallalong/0.008735440931780365,onehitpolykill/0.011163786511699036,dubnamechange/0.007381422202733318,distresscall/0.004062886415827592,theempire/0.009690410269317896,goodwingsevilwings/0.015427769985974754,kiai/0.006480218281036835,arsonmurderandjaywalking/0.005260740678886059,hopelesswar/0.011568123393316195,speciessurname/0.0065298507462686565,mooksbutnobosses/0.005972025774005972,catchingsomezs/0.006988277727682597,commons/0.009181636726546906,hollywoodhealing/0.00725689404934688,badassadorable/0.010796496231411693
hubunderattack/0.0008066592293829915,theemperor/0.0081799591002045,bigcreepycrawlies/0.006638921918351169,coupdegrace/0.005252587671867758,powerglows/0.009736612158282362,thatoneboss/0.01062753036437247,posthumouscharacter/0.004036326942482341,ruinsforruinssake/0.003479636219849743,religiousandmythologicalthemenaming/0.004091127867800417,theverse/0.003461884650003462,gunsinchurch/0.005264312349199386,explosiveoverclocking/0.007288629737609329,macguffindeliveryservice/0.01073458219322248,wordofgod/0.006951128221580579,justifiedtutorial/0.009036792655812953,iaijutsupractitioner/0.00961161239701844,whereitallbegan/0.011753683672600289,spidertank/0.006031204929854464,survivalhorror/0.006991753316600932,morepopularspinoff/0.010848340203948795,globalcurrencyexception/0.007312379730596536,bankrobbery/0.006137658921525646,knifenut/0.008087912087912088,globalairship/0.0073474470734744704,songsinthekeyofpanic/0.009615384615384616,goodsmokingevilsmoking/0.007772795216741405,popularitypolynomial/0.00401422181442826,badassfingersnap/0.008735440931780365,donotrunwithagun/0.010857929346994954,amazingtechnicolorbattlefield/0.0073083388145874445,aliensarebastards/0.004062886415827592,wecannotgoonwithoutyou/0.009690410269317896,literalsplitpersonality/0.015077138849929873,imagesong/0.00630968622100955,arcwords/0.005218988768736169,mutualkill/0.011568123393316195,theowlknowingone/0.0065298507462686565,coolplane/0.005972025774005972,chainofdeals/0.006988277727682597,frictionlessice/0.009181636726546906,obfuscatinginsanity/0.00725689404934688,verbaltic/0.010592788755347322
easierthaneasy/0.0008066592293829915,mymasterrightorwrong/0.007924335378323108,openingthesandbox/0.006440745144669044,muggingthemonster/0.005252587671867758,diechairdie/0.009611783797278742,demonicpossession/0.010290148448043185,ambiguoussituation/0.004036326942482341,humansacrifice/0.003479636219849743,violenceistheonlyoption/0.004091127867800417,clingyjealousgirl/0.003392646957003393,morecriminalsthantargets/0.005264312349199386,splashdamageabuse/0.007288629737609329,historyrepeats/0.010524100189433803,nintendohard/0.006879834598795138,downerbeginning/0.008965072079179516,practicaltaunt/0.009415457041977247,suspiciousvideogamegenerosity/0.011668512051784345,theendorisit/0.006031204929854464,psychostrings/0.006812477590534241,evilversusoblivion/0.010414406595790845,improbablepowerdiscrepancy/0.007312379730596536,burgerfool/0.006137658921525646,interquel/0.008087912087912088,bagofsharing/0.0073474470734744704,jumpphysics/0.009314903846153846,escapistcharacter/0.007473841554559043,oneup/0.00401422181442826,fieldofblades/0.008319467554076539,blingblingbang/0.010705000764642912,bossbanter/0.007089088650149821,militarymashupmachine/0.004062886415827592,rarerandomdrop/0.00956456078530078,inevitabletournament/0.015077138849929873,amazonianbeauty/0.00630968622100955,doesthisremindyouofanything/0.005135484948436391,acepilot/0.011139674378748929,comfortfood/0.0065298507462686565,unorthodoxreload/0.005972025774005972,animateinanimateobject/0.006762849413886384,wolverinepublicity/0.009181636726546906,tryeverything/0.006773101112723754,quirkyminibosssquad/0.010592788755347322
